"Player","Pos","Season","Age","FGPer","FG3Per","FG2Per","effFGPer","FTPer","effMin","effFG","effFGA","eff3PM","eff3PA","eff2PM","eff2PA","effFTM","effFTA","effORB","effDRB","effTRB","effAST","effSTL","effBLK","effTOV","effPF","effPTS","Tm"
"Cameron Payne","PG","2017-2018",23,0.317097256857855,0.34841095890411,0.319569444444444,0.406674418604651,0.659046692607004,0.00418244328612641,0.136363406010707,0.396709286565751,0.0619605153578602,0.194113982833554,0.0755213971278054,0.225558773354581,0.0151864008230049,0.021640621172782,0.00495545881451922,0.0946952284637308,0.0982002948120679,0.108703549451235,0.0303728016460099,0.0113267630046154,0.0570195260199104,0.112969746237433,0.353039153250091,"CHI"
"Caris LeVert","SF","2017-2018",23,0.462857142857143,0.362355828220859,0.559215759849906,0.546583850931677,0.724255319148936,0.00672471324633628,0.15838217529417,0.332913121402648,0.0536730821360802,0.151846282372598,0.102047232777284,0.166177908113392,0.0735196185503849,0.0901877037203552,0.0166840458811262,0.108577584803578,0.149003786003496,0.100104275286757,0.0568275527528499,0.00556134862704206,0.0513355257880805,0.0782013685239492,0.44461158397895,"BRK"
"Carmelo Anthony","SF","2017-2018",33,0.4240823798627,0.336770897832817,0.462954248366013,0.481070993914807,0.850102657004831,0.0088938456480153,0.224816326530612,0.526241771556224,0.0550095468879309,0.162828408432125,0.164603174603175,0.359709994726399,0.115615607493991,0.137218523773146,0.0182824879643088,0.148044375449623,0.160369008456815,0.0678149976430904,0.0195070235886562,0.0166029821815842,0.0604348551409665,0.0798838620315503,0.634127443904003,"OKC"
"Cedi Osman",NA,"2017-2018",NA,0.410714285714286,0.37037037037037,0.482758620689655,0.502,0.6875,0.0046239837398374,0.126373626373626,0.307692307692308,0.0549450549450549,0.148351648351648,0.0769230769230769,0.159340659340659,0.0604395604395604,0.0879120879120879,0.043956043956044,0.115384615384615,0.159340659340659,0.0494505494505495,0.0384615384615385,0.00549450549450549,0.0384615384615385,0.104395604395604,0.368131868131868,"CLE"
"Chandler Parsons","SF","2017-2018",29,0.351323651452282,0.287680555555556,0.379655913978495,0.404582644628099,0.82104326328801,0.00522807646807118,0.111836129236564,0.313302387897427,0.0323326677375146,0.120058274566108,0.0686267156678917,0.173854346358659,0.0421167714821613,0.0521779214226974,0.0115926651831985,0.103787758295326,0.114127615030332,0.0673868343714581,0.0286918463284163,0.00323314686640751,0.0356118492003396,0.0704817848756721,0.298983886493549,"MEM"
"Channing Frye","C","2017-2018",34,0.42161095890411,0.360634961439589,0.603473684210526,0.579244306418219,0.759092,0.00492987804878049,0.126736594572852,0.285322359396434,0.0794304004180548,0.194003527336861,0.0487329434697856,0.0904136242482107,0.0338624338624339,0.0352733686067019,0.0174046226677806,0.122655122655123,0.15007215007215,0.0238938550626862,0.0278473962684489,0.01717858860716,0.0348092453355611,0.106837606837607,0.37037037037037,"CLE"
"Cheick Diallo","PF","2017-2018",21,0.4271,0.250966666666667,0.478366666666667,0.4684,0.6676,0.00442750677506775,0.172341239479725,0.373565416985463,0.0336648814078041,0.102142310635042,0.139058913542464,0.271423106350421,0.0734506503442999,0.0990818668706963,0.052601377199694,0.13867635807192,0.190895179801071,0.0717291507268554,0.0271614384085692,0.0212318286151492,0.0573833205814843,0.0910482019892885,0.451989288446825,"NOP"
"Chinanu Onuaku","C","2017-2018",21,0.4271,0.250966666666667,0.478366666666667,0.4684,0.6676,0.00442750677506775,0.172341239479725,0.373565416985463,0.0336648814078041,0.102142310635042,0.139058913542464,0.271423106350421,0.0734506503442999,0.0990818668706963,0.052601377199694,0.13867635807192,0.190895179801071,0.0717291507268554,0.0271614384085692,0.0212318286151492,0.0573833205814843,0.0910482019892885,0.451989288446825,"HOU"
"Chris McCullough","PF","2017-2018",22,0.433259259259259,0.255759259259259,0.474574074074074,0.478444444444444,0.647444444444444,0.00436897771755495,0.148395433986647,0.325651518414818,0.0263838035752746,0.0821667025629981,0.122442386388111,0.243807882834374,0.0757053629119104,0.107042860219686,0.0478139134180487,0.142472539306483,0.189963385741977,0.0856127503769115,0.0353219900926125,0.0285375834589705,0.0626749946155503,0.0983200516907172,0.398341589489554,"WAS"
"Chris Paul","PG","2017-2018",32,0.464460606060606,0.473233438485804,0.515940357852883,0.539970986460348,0.826393210749647,0.00780785246876859,0.1824939578026,0.399378168567807,0.0634920634920635,0.175932606488162,0.107697052154195,0.204383808425331,0.0978714346530438,0.117981859410431,0.0171428571428571,0.125928571428571,0.135582010582011,0.278921975891673,0.0601860497285334,0.00317460317460317,0.0709759188846641,0.0750915750915751,0.545088548170462,"HOU"
"Clint Capela","C","2017-2018",23,0.614530555332697,0,0.614901865562388,0.615711358445796,0.567413888485553,0.00605224026176369,0.226755387444867,0.352140261970485,0,0,0.2238264778239,0.352478146481243,0.0561283826851142,0.102722222222222,0.101905939249035,0.236062852860725,0.338339139453439,0.0428432942472924,0.0227129428796681,0.0476667432985425,0.0574051744783962,0.114740086574976,0.501266420267042,"HOU"
"Cody Zeller","PF","2017-2018",25,0.570084935897436,0,0.5710848,0.570084935897436,0.721829230769231,0.0071854880398515,0.154977420660874,0.26686398429231,0,0,0.154977420660874,0.269933591588268,0.079821955385332,0.109735786357079,0.0724840582079791,0.149741456834532,0.212658444672833,0.0628588038659981,0.0312843250579393,0.0260856063350758,0.0331245794731122,0.113415679717721,0.366316318373872,"CHO"
"Cole Aldrich","C","2017-2018",29,0.524331712962963,0,0.547489585285848,0.541032969798658,0.693219759036145,0.00176431531993364,0.0728929220341047,0.145718534382103,0,0,0.0728929220341047,0.145718534382103,0.0192682410168709,0.0407080321155429,0.0947472056422096,0.220348802336874,0.294651878444423,0.0338361673976737,0.0520295004306632,0.0422448989522961,0.0277777677592475,0.179429679453762,0.186611906225671,"MIN"
"Corey Brewer","SF","2017-2018",31,0.409271461716937,0.223220820189274,0.492739910313901,0.463546961325967,0.723333333333333,0.00361942015646572,0.112029152835907,0.270634056933387,0.0185684477059058,0.0903048630321358,0.0765450765450765,0.14968814968815,0.029481881754609,0.0408407019977268,0.0219210840972499,0.0976625482554336,0.121671258034894,0.0765905906381362,0.0491032283778398,0.0135720601237843,0.0476115470530958,0.112311930493749,0.266219273572215,"LAL"
"Cory Joseph","PG","2017-2018",26,0.444768,0.361281899109792,0.48548,0.456457092819615,0.77,0.00644896894371243,0.158279173537686,0.343786982248521,0.024,0.0698854799015586,0.127013433962264,0.282485207100592,0.048,0.0569526627218935,0.0236377358490566,0.103205128205128,0.124260355029586,0.151463297617144,0.0264968707482993,0.008,0.0537106918238994,0.0651105121293801,0.389738948833972,"IND"
"Courtney Lee","SG","2017-2018",32,0.415246376811594,0.378530172413793,0.420148936170213,0.483556586270872,0.873359413202934,0.00799756455714337,0.120082288401254,0.278033659655698,0.03948548654072,0.0996851691709005,0.0837174995390006,0.19435736677116,0.0413657478045638,0.0433314754894914,0.0270310502443039,0.0938216566943557,0.115801627413169,0.0766258343059821,0.0283182431130803,0.010297542950211,0.0350745313799501,0.0648745205863295,0.317678011643529,"NYK"
"Cristiano Felicio","C","2017-2018",25,0.419842105263158,0.320017543859649,0.465140350877193,0.483631578947368,0.715614035087719,0.00480227499643418,0.14692778912196,0.337571932429924,0.0449229626879525,0.126044180434379,0.102190458511231,0.210970855763876,0.0567105995916094,0.0763875997772415,0.0360126229812512,0.126415444588825,0.162149619454242,0.0670131798774828,0.0301652125487284,0.0166140709114535,0.0422312975682198,0.07629478373863,0.394468164098756,"CHI"
"D.J. Augustin","PG","2017-2018",30,0.385117224880383,0.347948087431694,0.420113785557987,0.455178781925344,0.858984210526316,0.00449771689497717,0.121685568266885,0.333120129326155,0.0584018001988592,0.155576896693648,0.0666555712740285,0.155055916052715,0.0830365239176973,0.102982496424265,0.00913705583756345,0.0721174764321972,0.0789278197350501,0.115542730761872,0.0196442573562791,0,0.0533179287373557,0.0681885512654982,0.377453678904705,"ORL"
"D.J. Wilson",NA,"2017-2018",NA,0.5375,0.379310344827586,0.627450980392157,0.605,0.8125,0.00772357723577236,0.141447368421053,0.263157894736842,0.0361842105263158,0.0953947368421053,0.105263157894737,0.167763157894737,0.0427631578947368,0.0526315789473684,0.0493421052631579,0.125,0.174342105263158,0.0427631578947368,0.0164473684210526,0.0493421052631579,0.0361842105263158,0.0625,0.361842105263158,"MIL"
"D'Angelo Russell","PG","2017-2018",21,0.406857798165138,0.331243243243243,0.465395061728395,0.486788235294118,0.788664772727273,0.00739673390970221,0.200077429345722,0.493047950887672,0.0750290360046457,0.228319651515271,0.124662536241809,0.249219377411366,0.0874214984664817,0.108598134740971,0.0200364929785661,0.103214546884698,0.125767408494878,0.16513033123098,0.0518678604507564,0.0147437795741946,0.103886357544894,0.0685047720042418,0.579071597167584,"BRK"
"Dakari Johnson",NA,"2017-2018",NA,0.5,0,0.5,0.506,0.621621621621621,0.00414126016260163,0.122699386503067,0.245398773006135,0,0,0.122699386503067,0.245398773006135,0.141104294478528,0.226993865030675,0.104294478527607,0.177914110429448,0.282208588957055,0.0429447852760736,0.0245398773006135,0.0552147239263804,0.0674846625766871,0.110429447852761,0.392638036809816,"OKC"
"Damian Jones","C","2017-2018",22,0.433259259259259,0.255759259259259,0.474574074074074,0.478444444444444,0.647444444444444,0.00436897771755495,0.148395433986647,0.325651518414818,0.0263838035752746,0.0821667025629981,0.122442386388111,0.243807882834374,0.0757053629119104,0.107042860219686,0.0478139134180487,0.142472539306483,0.189963385741977,0.0856127503769115,0.0353219900926125,0.0285375834589705,0.0626749946155503,0.0983200516907172,0.398341589489554,"GSW"
"Damian Lillard","PG","2017-2018",27,0.461322994652406,0.377422384368549,0.510669673766356,0.528750411564233,0.921598634979557,0.00881820261380219,0.263488368584987,0.575798151459606,0.0745878592441072,0.20333499980492,0.176321789972189,0.338520376196089,0.197988601219433,0.227825171121501,0.0166015909986444,0.134745206485697,0.150786341586831,0.171940959174017,0.0245666730277513,0.0110239595814984,0.0790387908022514,0.0550586645820471,0.789874060601203,"POR"
"Damjan Rudez","SF","2017-2018",31,0.336583941605839,0.297497641509434,0.489953488372093,0.454446280991736,0,0.00167191188040913,0.0981900452488688,0.274202443741892,0.0606583492938586,0.217391304347826,0.0243137254901961,0.0573870573870574,0,0,0.00923469387755102,0.0630355846042121,0.083578431372549,0.0622959096424296,0.0392383696994648,0,0.0295133437990581,0.107738095238095,0.249428962996802,"ORL"
"Damyean Dotson",NA,"2017-2018",NA,0.483050847457627,0.407692307692308,0.575471698113208,0.598,0.815789473684211,0.00829522357723577,0.17457886676876,0.361408882082695,0.0811638591117917,0.199081163859112,0.0934150076569678,0.162327718223583,0.0474732006125574,0.0581929555895865,0.0520673813169985,0.156202143950995,0.209800918836141,0.0367534456355283,0.0245022970903522,0.00612557427258806,0.0306278713629403,0.0551301684532925,0.479326186830015,"NYK"
"Daniel Ochefu","C","2017-2018",24,0.46919298245614,0.243421052631579,0.510982456140351,0.510438596491228,0.614087719298246,0.00450631151048353,0.154401582591494,0.326211671612265,0.0303659742828882,0.0902077151335312,0.124727992087043,0.236102868447082,0.061028684470821,0.0864490603363007,0.0492581602373887,0.132245301681503,0.181305637982196,0.0735905044510386,0.0300692383778437,0.0281899109792285,0.0484668644906034,0.0897131552917903,0.4,"WAS"
"Daniel Theis",NA,"2017-2018",NA,0.524590163934426,0.357142857142857,0.574468085106383,0.567,0.75,0.00495426829268293,0.164102564102564,0.312820512820513,0.0256410256410256,0.0717948717948718,0.138461538461538,0.241025641025641,0.0769230769230769,0.102564102564103,0.0717948717948718,0.158974358974359,0.235897435897436,0.041025641025641,0.0307692307692308,0.041025641025641,0.0564102564102564,0.158974358974359,0.430769230769231,"BOS"
"Danilo Gallinari","SF","2017-2018",29,0.449927947598253,0.404005934718101,0.483779411764706,0.518603112840467,0.906254716981132,0.00823422004824444,0.14349546088587,0.349414350837109,0.0554832969206487,0.147106208382206,0.0918443979881789,0.198483904229885,0.153558519257136,0.172484966430235,0.0201757443347813,0.127876638659042,0.149064775668825,0.0604923483107613,0.0181581699013032,0.00789676278459979,0.0377315539367726,0.0484217864034752,0.501430709915725,"LAC"
"Danny Green","SG","2017-2018",30,0.453193384130436,0.4857195109735,0.536630640821817,0.630961948832295,0.940616928475034,0.0083126027071441,0.104746469195057,0.230819961485916,0.0712398612407747,0.193781437962019,0.0297230750055159,0.0577011299962561,0.0139484837748822,0.0151837015147537,0.0201765275755775,0.0946682793994942,0.114065853655864,0.0695519410771827,0.0314713181589137,0.0358091601242855,0.0386593183639371,0.0658694217801073,0.299756814105371,"SAS"
"Dante Cunningham","SF","2017-2018",30,0.493562019505338,0.392,0.589246138996139,0.594309730703334,0.669154613095238,0.00690122590753931,0.110156154816043,0.223146253101737,0.044,0.108,0.0677884029637185,0.111573126550869,0.0103056398903647,0.0178933333333333,0.0328681003584229,0.137763810641628,0.178973377926421,0.0318222222222222,0.0200809523809524,0.0144592592592593,0.0147333333333333,0.050784188034188,0.285116845878136,"NOP"
"Dante Exum","PG","2017-2018",22,0.440497126436782,0.32998023715415,0.510491803278688,0.4909816700611,0.830810810810811,0.00589126016260163,0.122822278603359,0.289963385242862,0.0405560271646859,0.126407258064516,0.090285441426146,0.174222446989127,0.0569080949482654,0.0737929580434324,0.0310407790626902,0.0890016511618541,0.108147434868667,0.109970674486804,0.0132661290322581,0.0128749292586304,0.0645506480954107,0.101375011894567,0.348684210526316,"UTA"
"Dario Saric","PF","2017-2018",23,0.440287410926366,0.348368217054264,0.49018064516129,0.500546762589928,0.826743823146944,0.00630672307725751,0.191056795295838,0.43896433097954,0.0611198878951784,0.159757168169515,0.127762789060297,0.259111795689312,0.0800450640754823,0.0973284246791168,0.0519084931621956,0.179436534589042,0.225673432228351,0.0801393244705948,0.0253794202867329,0.0156799962330339,0.0844795829338963,0.0770632695919255,0.51038752544456,"PHI"
"Darrell Arthur","PF","2017-2018",29,0.378737478779855,0.233211111111111,0.394796488764045,0.471027625242296,0.896956336330768,0.0030691813021362,0.125379788948868,0.338390798603831,0.0887345679012346,0.250093568441522,0.0614854625099965,0.167194890879101,0.0289013428633312,0.0299774724116829,0.0459997089254055,0.124937310792574,0.183304147119937,0.0675857199980007,0.0412189717973709,0.0399391462987954,0.0804937022042285,0.125476482536668,0.348730179731212,"DEN"
"Darren Collison","PG","2017-2018",30,0.459280991735537,0.426109223300971,0.469769417475728,0.503473214285714,0.877063492063492,0.00729946069381013,0.159106819772886,0.345866855720146,0.0454915861956566,0.0977151056507916,0.120013116553291,0.264293707706609,0.0735916128926326,0.0845880607961293,0.00882602545968883,0.0570533819181175,0.0719767499137973,0.144096846659456,0.0344633228754974,0.00367751060820368,0.0502232879537954,0.0661951909476662,0.439898535308076,"IND"
"David Nwaba","SG","2017-2018",25,0.419842105263158,0.320017543859649,0.465140350877193,0.483631578947368,0.715614035087719,0.00480227499643418,0.14692778912196,0.337571932429924,0.0449229626879525,0.126044180434379,0.102190458511231,0.210970855763876,0.0567105995916094,0.0763875997772415,0.0360126229812512,0.126415444588825,0.162149619454242,0.0670131798774828,0.0301652125487284,0.0166140709114535,0.0422312975682198,0.07629478373863,0.394468164098756,"CHI"
"David West","C","2017-2018",37,0.520538461538462,0.379289215686274,0.517395445806297,0.526185139041164,0.731646589421442,0.0025011215436161,0.142993897592117,0.27440101892394,0,0.00749290230997548,0.134319114487728,0.26703308231239,0.0494151004821736,0.0687627734522495,0.0674065797921432,0.183654158140221,0.251855737325354,0.135062986615344,0.0319094225305405,0.0540735094850948,0.0732368780584743,0.111540881122939,0.330746074762335,"GSW"
"Davis Bertans","PF","2017-2018",25,0.411612903225806,0.383454545454545,0.526110912343471,0.548603015075377,0.842727272727273,0.00313567073170732,0.125664893617021,0.299523850377488,0.0855254865950053,0.243002663298646,0.0382001836547291,0.0765437392795883,0.0347621671258035,0.0469842397105597,0.0279338842975207,0.0938891637803068,0.128144252441773,0.0528053911789851,0.0258413318408079,0.0344551091210772,0.04249222999223,0.0972222222222223,0.377151917849592,"SAS"
