"Rk","Player","Class","Season","Pos","School","Conf","G","MP","FG","FGA","2P","2PA","3P","3PA","FT","FTA","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","PER","TS%","eFG%","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","PProd","ORtg","DRtg","OWS","DWS","WS","OBPM","DBPM","BPM"
"2462","Jordan Gathers","SR","2015-16","G","Butler","Big East","33","13.1","1.5","3.6","0.5","1.3","0.9","2.3","0.3","0.5","0.2","1.0","1.2","0.8","0.4","0.0","0.6","1.7","4.1","10.4",".533",".529","2.2","8.9","5.5","9.9","1.8","0.3","13.6","16.9","127","106.0","106.0","0.5","0.5","0.9","2.2","0.1","2.3"
"2463","Jake Giesler","SR","2015-16","F","Northern Kentucky","A-Sun","30","7.1","0.7","1.5","0.7","1.5","0.0","0.0","0.3","0.6","0.6","1.1","1.6","0.3","0.2","0.2","0.4","1.5","1.8","10.4",".504",".500","9.3","17.1","13.2","7.2","1.9","2.4","19.8","15.6","57","96.5","104.6","0.1","0.3","0.3","-4.1","0.8","-3.4"
"2464","Randy Holmes","JR","2015-16","F","Bethune-Cookman","MEAC","32","22.3","2.2","5.8","1.7","3.9","0.5","1.8","1.3","1.7","1.4","2.6","3.9","0.9","0.7","0.2","1.3","2.8","6.2","10.4",".473",".424","6.5","12.3","9.4","7.8","1.9","1.0","17.1","17.4","202","96.5","107.5","0.3","0.7","1.0","-4.2","-2.5","-6.8"
"2465","Joel James","SR","2015-16","F","North Carolina","ACC","37","7.8","0.9","2.0","0.9","2.0","0.0","0.0","0.3","0.6","0.9","1.3","2.3","0.0","0.0","0.2","0.4","1.2","2.2","10.4",".466",".453","13.9","18.0","16.0","0.0","0.2","2.5","14.9","16.5","83","100.6","102.9","0.2","0.4","0.6","-2.5","-1.5","-4.1"
"2466","Torry Johnson","FR","2015-16","G","Northern Arizona","Big Sky","29","29.1","3.2","7.0","2.7","5.5","0.5","1.5","2.4","3.7","0.8","1.9","2.6","1.6","0.6","0.1","1.6","2.8","9.3","10.4",".531",".490","2.8","7.5","5.0","11.8","1.2","0.3","15.6","18.0","262","100.2","117.5","0.6","0.0","0.6","-3.2","-3.3","-6.5"
"2467","Tevin King","FR","2015-16","G","South Dakota State","Summit","34","14.3","1.1","2.8","1.0","2.4","0.1","0.4","1.3","2.1","0.6","1.2","1.8","0.8","0.8","0.1","0.9","1.9","3.7","10.4",".486",".432","4.6","9.7","7.2","9.9","3.2","0.7","19.8","16.7","134","96.2","98.6","0.2","0.9","1.0","-2.0","2.2","0.2"
"2468","Sanjay Lumpkin","JR","2015-16","G","Northwestern","Big Ten","32","23.7","1.3","2.7","0.9","1.6","0.4","1.1","0.8","1.2","1.4","3.6","5.0","1.3","0.5","0.3","1.1","2.9","3.8","10.4",".591",".564","6.9","17.1","12.1","9.0","1.4","1.2","24.6","9.8","146","111.4","100.4","0.8","1.2","2.0","0.7","3.9","4.6"
"2469","Clemmye Owens","SO","2015-16","G","Chicago State","WAC","21","25.2","3.2","9.4","1.7","4.4","1.5","5.0","1.2","1.5","0.5","2.0","2.5","1.8","1.0","0.0","1.4","2.1","9.1","10.4",".451",".419","1.8","9.0","5.1","15.2","2.3","0.2","12.4","21.4","181","93.9","110.9","0.1","0.3","0.5","-2.4","-3.4","-5.8"
"2470","Evan Phoenix","FR","2015-16","F","Central Connecticut State","NEC","28","14.6","1.6","3.9","1.6","3.9","0.0","0.0","0.9","1.4","1.5","2.1","3.6","0.4","0.3","0.4","1.2","2.2","4.2","10.4",".453",".418","11.0","16.6","13.7","5.7","1.3","2.9","20.9","19.9","123","87.0","111.4","-0.2","0.2","0.1","-6.9","-2.7","-9.6"
"2471","Donte Pretlow","SR","2015-16","G","Morgan State","MEAC","30","29.7","2.6","7.0","2.3","5.7","0.3","1.3","1.5","2.5","0.5","2.6","3.0","4.1","1.3","0.0","2.1","1.6","7.0","10.4",".432",".395","1.6","10.0","5.6","27.6","2.6","0.0","20.5","16.9","245","89.8","104.2","-0.1","1.1","1.0","-3.7","-0.5","-4.3"
"2472","Hayward Register","JR","2015-16","G","Louisiana-Lafayette","Sun Belt","34","13.2","1.9","6.3","0.4","1.4","1.4","4.9","0.5","0.6","0.3","1.1","1.4","0.3","0.4","0.2","0.3","1.1","5.6","10.4",".426",".408","2.4","9.3","5.8","3.7","1.9","1.3","4.7","24.3","165","100.2","104.4","0.4","0.5","0.9","-0.3","-3.5","-3.8"
"2473","Ikenna Smart","FR","2015-16","F","Buffalo","MAC","35","15.6","1.3","2.4","1.3","2.4","0.0","0.0","0.6","1.0","1.8","2.5","4.3","0.1","0.3","0.6","0.9","3.2","3.2","10.4",".553",".541","12.3","17.2","14.8","1.6","0.9","3.8","23.3","11.5","129","104.8","103.6","0.4","0.7","1.1","-3.0","1.4","-1.6"
"2474","A.J. Spencer","SR","2015-16","G","Long Beach State","Big West","35","25.3","3.3","7.5","2.3","5.1","0.9","2.4","0.7","1.0","0.5","2.4","2.9","1.5","0.4","0.1","0.9","2.3","8.1","10.4",".509",".498","2.1","10.8","6.3","11.4","0.8","0.3","10.6","17.3","260","102.3","107.8","0.8","0.8","1.6","-0.6","-0.6","-1.2"
"2475","Tyler Stone","JR","2015-16","F","Howard","MEAC","30","26.0","2.4","6.2","2.2","5.2","0.2","1.0","2.3","3.2","1.8","3.9","5.7","0.4","0.5","0.7","1.5","3.0","7.2","10.4",".465",".398","7.4","15.5","11.5","3.4","1.1","2.6","16.5","16.8","219","95.0","104.4","0.2","1.0","1.2","-5.4","-0.6","-6.0"
"2476","Rashad Andrews","SO","2015-16","G","Southern","SWAC","27","12.9","1.3","3.0","0.8","1.6","0.5","1.5","0.7","1.3","0.2","1.4","1.7","0.4","0.3","0.1","0.6","1.4","3.9","10.3",".530",".524","1.9","12.0","7.1","5.8","1.3","1.3","14.8","16.6","95","100.3","102.5","0.2","0.5","0.7","-3.1","-1.8","-4.9"
"2477","Trelun Banks","JR","2015-16","G","Southern","SWAC","33","34.3","4.1","11.2","2.5","6.6","1.7","4.6","2.5","3.9","0.7","2.1","2.8","2.2","1.0","0.0","2.4","2.3","12.4","10.3",".474",".442","2.2","6.5","4.4","11.9","1.7","0.0","15.3","22.5","397","93.8","105.1","0.3","1.3","1.6","-2.7","-2.4","-5.1"
"2478","Brent Calhoun","JR","2015-16","F","IPFW","Summit","34","15.7","1.9","3.9","1.9","3.9","0.0","0.0","0.4","0.7","1.2","2.8","4.0","0.8","0.2","1.2","1.6","2.9","4.1","10.3",".485",".474","9.0","20.3","14.7","9.3","0.8","7.8","27.6","18.6","157","86.7","104.1","-0.2","0.7","0.4","-6.5","3.4","-3.1"
"2479","Justin Coleman","SO","2015-16","G","Alabama","SEC","33","26.2","2.2","7.4","1.0","2.9","1.2","4.5","2.2","2.5","0.2","1.7","2.0","3.3","0.7","0.0","2.0","1.4","7.8","10.3",".459",".383","1.1","7.0","4.2","27.0","1.6","0.0","18.7","21.1","291","95.8","107.7","0.4","0.8","1.2","0.0","-0.9","-0.8"
"2480","Matthew Cotton","SR","2015-16","G","Alabama A&M","SWAC","26","7.2","0.5","1.3","0.3","0.7","0.2","0.6","0.6","0.8","0.3","0.5","0.8","0.8","0.2","0.0","0.6","0.4","1.7","10.3",".518",".439","4.8","9.1","6.9","20.9","1.3","0.0","26.1","16.0","52","98.3","110.9","0.1","0.1","0.2","-3.0","-3.4","-6.5"
"2481","Latin Davis","FR","2015-16","G","Youngstown State","Horizon","32","13.0","1.2","3.0","0.8","2.0","0.3","1.0","0.6","0.9","0.4","1.4","1.8","1.3","0.6","0.0","0.7","1.1","3.2","10.3",".463",".433","3.1","12.1","7.5","16.6","2.5","0.0","16.5","15.4","116","95.3","112.3","0.1","0.2","0.3","-2.9","-2.1","-5.0"
"2482","Ryan Fazekas","FR","2015-16","G","Providence","Big East","28","18.8","1.7","4.6","0.5","1.1","1.2","3.5","0.5","0.7","0.7","1.6","2.4","0.3","0.4","0.2","0.3","1.3","5.1","10.3",".514",".496","4.1","10.0","6.9","3.2","1.2","1.2","5.5","13.7","125","110.6","104.0","0.6","0.7","1.3","1.1","1.4","2.5"
"2483","Christian Griggs-Williams","SR","2015-16","F","Tennessee State","OVC","30","15.2","1.5","3.1","1.1","2.2","0.4","0.9","0.4","0.8","1.1","1.6","2.7","0.2","0.3","0.1","1.0","1.4","3.9","10.3",".565",".565","8.0","12.1","10.1","2.9","1.0","1.1","21.7","14.5","117","101.2","102.8","0.3","0.6","0.9","-2.5","-0.9","-3.4"
"2484","Toby Hegner","SO","2015-16","F","Creighton","Big East","33","17.6","1.7","4.8","0.4","1.1","1.3","3.7","0.6","1.0","0.7","3.1","3.8","0.5","0.2","0.4","0.5","2.2","5.3","10.3",".499",".484","4.3","18.8","11.8","4.6","0.5","2.1","9.4","16.2","163","103.7","102.4","0.5","0.8","1.3","1.2","1.3","2.4"
"2485","Hayden Howell","FR","2015-16","F","Abilene Christian","Southland","31","11.4","1.4","3.0","1.4","3.0","0.0","0.0","1.1","1.7","1.2","1.0","2.2","0.2","0.2","0.4","1.2","1.8","3.8","10.3",".510",".457","12.3","11.1","11.7","4.0","0.8","3.9","23.6","22.2","125","91.6","107.6","0.0","0.3","0.3","-7.0","-2.8","-9.8"
"2486","Wesley Johnson","SO","2015-16","C","Charleston Southern","Big South","28","10.7","0.6","1.0","0.6","1.0","0.0","0.0","0.8","1.3","0.8","1.1","1.9","0.2","0.3","0.3","0.4","1.8","1.9","10.3",".605",".571","8.1","12.0","9.9","2.8","1.5","2.7","18.3","9.1","61","119.8","107.3","0.4","0.3","0.7","-2.9","0.2","-2.7"
"2487","Cory Kilby","FR","2015-16","F","Mercer","Southern","34","8.1","0.8","2.0","0.6","1.2","0.2","0.8","0.3","0.4","0.5","1.1","1.6","0.3","0.1","0.1","0.4","0.9","2.1","10.3",".492",".471","7.3","14.7","11.1","7.6","0.4","2.3","15.9","16.3","72","101.3","105.8","0.2","0.3","0.5","-2.8","-1.1","-3.9"
"2488","Tom Koopman","JR","2015-16","C","Citadel","Southern","31","8.0","1.0","1.7","1.0","1.6","0.0","0.1","0.2","0.4","0.6","1.0","1.6","0.1","0.1","0.4","0.3","1.7","2.2","10.3",".571",".566","6.5","13.8","9.8","1.3","0.8","4.4","14.6","11.8","64","108.9","115.4","0.2","0.0","0.3","-5.0","-2.0","-7.0"
"2489","Stephen Lennox","FR","2015-16","F","Idaho State","Big Sky","27","10.1","0.9","2.4","0.4","1.2","0.4","1.3","0.6","0.9","0.6","2.0","2.6","0.1","0.1","0.2","0.3","1.1","2.7","10.3",".478",".439","6.1","22.1","14.2","2.7","0.4","2.0","10.4","15.7","73","100.6","107.3","0.2","0.3","0.4","-5.0","-3.4","-8.4"
"2490","Jahlil Nails","FR","2015-16","G","Central Connecticut State","NEC","27","19.8","2.0","5.2","0.8","2.0","1.3","3.2","1.3","1.7","0.3","1.7","2.0","0.4","0.3","0.0","1.0","1.3","6.7","10.3",".556",".514","1.8","9.7","5.5","4.7","0.9","0.2","14.7","17.7","156","103.5","116.9","0.5","0.0","0.5","-2.1","-5.6","-7.7"
"2491","Casey Schlatter","FR","2015-16","F","Drake","MVC","31","13.0","1.1","2.9","1.0","2.5","0.1","0.4","0.6","1.1","0.9","1.5","2.5","1.2","0.2","0.1","0.6","1.3","2.9","10.3",".421",".399","9.1","13.4","11.4","17.7","0.8","1.0","15.2","16.7","114","97.3","110.2","0.2","0.3","0.5","-1.6","-0.6","-2.2"
"2492","Jure Span","FR","2015-16","G","South Carolina Upstate","A-Sun","32","22.3","1.6","3.8","0.7","1.7","0.9","2.1","0.5","0.9","0.4","1.5","1.9","3.1","0.6","0.3","1.4","2.8","4.7","10.3",".552",".545","2.1","7.1","4.6","23.5","1.5","1.7","24.8","12.4","180","107.3","115.1","0.7","0.2","0.9","-1.7","-3.1","-4.8"
"2493","Josh Steel","FR","2015-16","G","Duquesne","A-10","29","8.0","0.8","1.7","0.2","0.7","0.5","1.0","0.2","0.3","0.2","0.7","0.8","0.7","0.2","0.0","0.5","1.1","2.2","10.3",".618",".615","2.4","8.1","5.4","14.3","1.6","0.0","21.3","13.5","65","110.7","110.1","0.3","0.2","0.5","0.1","-1.4","-1.3"
"2494","J.D. Tisdale","JR","2015-16","G","Bowling Green State","MAC","33","10.3","0.8","2.0","0.8","1.8","0.0","0.2","0.9","1.3","0.6","0.9","1.5","0.4","0.6","0.2","0.8","1.4","2.6","10.3",".495",".425","6.6","10.0","8.3","7.6","3.2","2.6","24.4","17.0","92","90.3","103.2","0.0","0.5","0.4","-3.9","2.1","-1.8"
"2495","Marcus Washington","JR","2015-16","G","Louisiana-Monroe","Sun Belt","20","10.0","1.0","2.5","0.7","1.5","0.3","1.0","0.9","1.3","0.2","1.1","1.3","0.7","0.3","0.1","0.5","1.6","3.0","10.3",".481",".430","2.4","11.8","7.2","12.8","1.8","1.1","13.8","18.8","60","100.7","104.0","0.2","0.3","0.4","-2.5","-0.9","-3.4"
"2496","Austin Weiher","FR","2015-16","F","Southern Illinois","MVC","31","10.7","1.3","2.5","1.1","1.9","0.2","0.6","0.2","0.4","0.4","1.0","1.4","0.3","0.3","0.0","0.5","1.2","3.0","10.3",".552",".551","4.5","11.5","7.8","4.6","1.7","0.0","16.8","15.0","86","102.4","102.4","0.3","0.5","0.7","-1.6","-0.4","-2.0"
"2497","Steven Wronkoski","SR","2015-16","G","Louisiana-Lafayette","Sun Belt","34","18.1","1.6","3.9","0.7","1.5","0.9","2.4","0.6","0.6","0.5","1.6","2.1","0.6","0.4","0.1","0.6","1.2","4.6","10.3",".549",".515","3.1","9.6","6.3","6.1","1.2","0.3","11.7","12.3","147","116.5","106.6","0.8","0.6","1.5","0.9","-0.9","0.0"
"2498","DelFincko Bogan","FR","2015-16","G","Jacksonville State","OVC","30","13.0","1.4","4.0","0.6","1.7","0.8","2.3","0.3","0.4","0.3","1.0","1.3","1.1","0.5","0.0","0.9","1.1","4.0","10.2",".473",".458","2.5","9.4","5.8","18.0","2.5","0.3","17.7","20.3","119","91.7","109.4","0.0","0.3","0.3","-2.9","-2.0","-5.0"
"2499","Niels Bunschoten","JR","2015-16","F","Indiana State","MVC","32","14.4","1.5","3.6","0.9","1.4","0.6","2.2","0.8","1.0","0.4","1.1","1.6","0.4","0.2","0.6","0.7","2.6","4.4","10.2",".543",".500","3.2","8.6","5.8","6.3","0.9","4.2","13.8","16.3","130","104.1","101.3","0.4","0.7","1.1","-0.7","1.8","1.1"
"2500","Justin Cousin","SO","2015-16","G","Radford","Big South","31","16.5","1.9","5.0","0.7","1.6","1.1","3.4","0.4","0.6","0.4","0.9","1.3","1.0","0.4","0.0","0.8","1.4","5.3","10.2",".500",".490","2.6","6.5","4.5","10.6","1.4","0.2","12.8","18.1","153","104.5","110.7","0.5","0.3","0.9","-0.2","-3.3","-3.6"
"2501","Nick Davis","SO","2015-16","G","South Alabama","Sun Belt","25","13.1","1.0","2.3","0.7","1.4","0.2","1.0","0.4","0.8","0.9","2.8","3.6","0.3","0.3","0.4","0.6","2.0","2.6","10.2",".478",".466","7.2","22.9","15.0","4.8","1.4","3.3","18.1","12.4","69","95.9","100.0","0.1","0.5","0.6","-4.4","1.5","-2.9"
"2502","Tanksley Efianayi","JR","2015-16","F","Central Florida","AAC","28","13.6","1.2","3.6","0.9","2.0","0.3","1.6","1.1","1.5","0.6","1.0","1.6","0.5","0.5","0.1","0.5","1.0","3.8","10.2",".440",".375","4.8","7.6","6.3","7.8","2.2","0.8","9.7","17.7","106","98.6","107.2","0.2","0.4","0.6","-1.3","0.1","-1.1"
"2503","Devon Hall","SO","2015-16","G","Virginia","ACC","37","21.9","1.5","4.1","1.0","2.4","0.6","1.7","0.7","0.9","0.2","2.4","2.6","2.0","0.5","0.3","0.9","1.4","4.4","10.2",".476",".441","1.4","14.3","8.0","15.8","1.4","1.6","16.3","14.2","181","101.0","100.1","0.5","1.3","1.9","1.4","4.4","5.8"
"2504","Henrik Jadersten","FR","2015-16","F","Santa Clara","WCC","31","12.2","1.3","3.7","0.5","1.4","0.7","2.3","0.3","0.5","0.5","1.7","2.2","0.4","0.2","0.4","0.5","2.0","3.6","10.2",".468",".452","5.2","16.0","10.6","7.5","0.8","4.1","11.1","19.2","108","95.4","108.4","0.1","0.3","0.5","-1.9","0.0","-1.9"
"2505","Sam Logwood","SO","2015-16","G","New Mexico","MWC","32","26.1","2.3","5.3","1.8","4.0","0.5","1.3","1.1","1.9","1.2","2.9","4.1","1.8","0.8","0.4","1.5","2.4","6.3","10.2",".506",".488","5.6","11.8","9.0","12.5","1.6","1.9","19.7","14.5","220","99.6","104.3","0.5","1.0","1.5","-0.1","2.0","1.9"
"2506","Tevin Mack","FR","2015-16","G","Texas","Big 12","33","13.3","1.5","5.3","0.5","1.9","1.0","3.5","1.0","1.5","0.6","1.4","2.0","0.3","0.2","0.3","0.5","1.2","5.1","10.2",".421",".386","4.9","12.5","8.6","5.1","1.1","2.2","8.3","25.6","157","92.5","104.7","0.1","0.5","0.6","0.0","0.2","0.2"
"2507","Jerron Martin","JR","2015-16","G","Texas Southern","SWAC","21","9.7","1.0","2.5","0.5","0.8","0.6","1.7","0.2","0.3","0.1","0.8","0.9","1.0","0.2","0.0","0.8","0.6","2.9","10.2",".542",".538","1.7","8.8","5.3","19.3","1.2","0.0","22.4","17.4","61","100.4","108.5","0.2","0.2","0.3","-1.5","-3.3","-4.8"
"2508","Kyle Meyer","JR","2015-16","C","Houston","AAC","32","13.9","0.9","2.1","0.9","1.7","0.0","0.3","0.6","0.8","1.0","1.7","2.7","0.4","0.4","0.6","0.7","1.9","2.4","10.2",".488",".447","8.4","13.1","10.8","5.0","1.6","4.9","22.6","11.6","91","99.3","102.2","0.2","0.6","0.8","-0.7","3.7","3.0"
"2509","Trey Patterson","SO","2015-16","G","Houston Baptist","Southland","32","12.0","1.2","2.1","1.2","1.8","0.0","0.3","0.8","1.8","0.3","0.8","1.1","1.2","0.5","0.1","1.1","1.5","3.3","10.2",".564",".598","2.5","7.4","5.1","18.1","2.4","0.5","26.8","16.0","112","96.5","107.4","0.2","0.4","0.5","-3.4","-2.5","-5.9"
"2510","Darius Perkins","SR","2015-16","G","Utah State","MWC","31","24.5","2.4","5.7","0.9","2.1","1.4","3.5","0.6","0.7","0.1","2.1","2.2","1.8","0.5","0.1","1.3","1.5","6.7","10.2",".558",".540","0.5","9.6","5.1","13.4","1.2","0.3","17.3","15.1","197","104.5","109.6","0.7","0.6","1.3","0.6","-1.3","-0.8"
"2511","Chandler Rowe","JR","2015-16","F","Tennessee-Martin","OVC","32","12.3","0.8","1.6","0.8","1.4","0.1","0.1","0.6","1.2","1.1","1.8","2.8","0.4","0.4","0.2","0.7","2.1","2.3","10.2",".533",".540","10.0","16.2","13.1","5.9","1.8","1.9","23.7","11.5","87","103.2","103.7","0.3","0.5","0.8","-3.0","0.7","-2.3"
"2512","Kavon Waller","SO","2015-16","F","Delaware State","MEAC","28","19.3","1.9","4.4","1.0","2.2","0.9","2.2","0.9","1.6","1.1","1.6","2.7","0.7","0.3","0.4","1.4","1.8","5.7","10.2",".549",".545","5.9","9.5","7.7","7.8","0.8","2.3","21.6","17.6","151","95.4","111.8","0.2","0.3","0.5","-3.8","-2.4","-6.3"
"2513","David Wishon","SR","2015-16","C","Lipscomb","A-Sun","26","10.0","1.5","3.0","1.5","3.0","0.0","0.0","1.0","2.0","0.8","1.7","2.4","0.1","0.1","0.4","1.3","1.5","4.1","10.2",".521",".513","8.4","17.9","13.2","1.5","0.6","4.6","24.3","25.0","97","84.7","109.3","-0.2","0.2","0.0","-9.7","-2.9","-12.6"
"2514","Jaylen Allen","JR","2015-16","G","Wofford","Southern","30","14.8","1.7","5.0","0.9","2.1","0.9","2.9","0.4","0.9","0.5","1.3","1.8","0.9","0.8","0.1","0.8","1.9","4.7","10.1",".439",".436","4.3","11.4","7.8","12.2","3.4","0.7","12.9","22.5","139","89.3","105.7","-0.1","0.5","0.4","-2.3","-0.7","-3.0"
"2515","Leon Bahner","SO","2015-16","C","San Jose State","MWC","26","7.7","0.5","1.4","0.5","1.4","0.0","0.0","0.5","0.8","0.8","1.5","2.3","0.3","0.1","0.6","0.6","1.5","1.6","10.1",".443",".378","10.9","22.0","16.4","7.4","0.6","8.5","24.0","15.2","51","88.3","100.1","0.0","0.3","0.3","-7.1","4.1","-3.1"
"2516","Noah Blackwell","FR","2015-16","G","Long Beach State","Big West","33","20.3","2.0","5.6","0.6","1.9","1.3","3.7","0.5","0.8","0.5","1.4","1.8","2.2","0.3","0.1","0.9","1.7","5.8","10.1",".489",".473","2.4","7.7","5.0","20.1","0.9","0.3","12.9","16.6","202","104.0","108.8","0.7","0.5","1.2","0.8","-1.6","-0.7"
"2517","C.J. Davis","FR","2015-16","G","Columbia","Ivy","32","10.3","0.8","2.4","0.4","1.0","0.4","1.4","0.5","0.7","0.2","1.5","1.7","1.1","0.2","0.1","0.5","1.2","2.6","10.1",".464",".423","2.1","17.8","9.9","18.6","1.3","1.1","16.1","16.7","92","100.5","103.4","0.2","0.4","0.7","-1.9","-1.0","-2.9"
"2518","Drew Edwards","FR","2015-16","G","Providence","Big East","33","10.4","0.8","2.4","0.5","1.3","0.3","1.1","0.5","0.8","0.5","1.1","1.6","0.7","0.4","0.1","0.2","1.3","2.4","10.1",".428",".392","5.3","11.7","8.4","12.3","2.0","1.2","7.0","14.3","87","103.5","101.3","0.3","0.5","0.8","-0.4","2.8","2.4"
"2519","Ben Freeland","SR","2015-16","F","Lafayette","Patriot","28","13.8","1.3","2.3","1.3","2.3","0.0","0.0","0.2","0.3","0.8","2.5","3.3","0.2","0.5","0.4","0.7","2.7","2.8","10.1",".584",".571","6.8","21.1","13.9","2.5","1.9","2.7","22.1","11.5","78","100.3","108.6","0.2","0.3","0.5","-5.1","-0.9","-5.9"
"2520","Josh Gantz","FR","2015-16","F","Massachusetts-Lowell","AEC","29","23.2","2.3","5.6","1.6","3.4","0.7","2.2","0.8","1.4","1.2","2.1","3.3","1.6","0.6","1.0","1.3","2.8","6.0","10.1",".478",".466","5.9","10.4","8.2","11.9","1.3","4.2","17.4","15.7","193","96.9","112.6","0.3","0.3","0.6","-3.1","-0.9","-4.1"
"2521","Jeremy Hollimon","JR","2015-16","G","Troy","Sun Belt","31","27.0","3.3","9.8","2.1","5.7","1.2","4.1","2.6","3.8","0.7","2.4","3.1","1.6","1.0","0.1","2.1","2.3","10.3","10.1",".445",".395","2.9","9.7","6.2","13.0","2.2","0.4","15.1","25.0","310","89.2","108.8","-0.2","0.7","0.5","-2.9","-1.8","-4.7"
"2522","Jalen Jones","FR","2015-16","F","Howard","MEAC","29","12.4","1.0","1.7","0.9","1.6","0.1","0.1","0.2","0.7","1.0","1.7","2.7","0.2","0.4","0.1","0.5","1.7","2.2","10.1",".542",".580","8.9","14.1","11.5","3.3","1.8","0.9","18.9","9.7","71","105.7","104.2","0.3","0.4","0.7","-3.8","-0.3","-4.2"
"2523","J.R. Lynch","FR","2015-16","G","Hartford","AEC","32","19.4","1.7","4.0","1.0","1.9","0.7","2.1","1.0","1.4","0.2","1.3","1.5","1.1","0.8","0.0","0.8","2.3","5.2","10.1",".557",".520","1.1","7.9","4.5","11.2","2.2","0.2","14.9","14.7","161","104.1","112.7","0.5","0.3","0.8","-2.0","-3.1","-5.1"
"2524","Jamaal Robateau","SO","2015-16","G","Gardner-Webb","Big South","25","11.0","1.1","3.4","0.6","1.2","0.4","2.2","0.6","0.9","0.4","1.7","2.1","0.7","0.5","0.0","0.7","0.6","3.2","10.1",".424",".387","4.1","17.6","10.4","11.2","2.5","0.4","16.0","19.5","82","89.3","103.8","-0.1","0.3","0.3","-4.1","-1.3","-5.5"
"2525","Tim Rowe","FR","2015-16","F","Southern Mississippi","CUSA","29","15.6","1.4","3.3","1.3","3.0","0.1","0.3","1.2","2.0","1.1","1.8","3.0","0.2","0.3","0.9","1.2","1.6","4.1","10.1",".480",".438","8.8","14.2","11.5","3.1","1.1","7.4","22.5","19.5","122","86.2","106.4","-0.2","0.5","0.3","-7.6","1.5","-6.2"
"2526","Cameron Smith","SO","2015-16","G","Dartmouth","Ivy","27","13.9","1.0","2.9","0.9","2.4","0.1","0.5","1.4","2.0","0.4","1.0","1.4","0.9","0.6","0.1","0.6","1.7","3.6","10.1",".470",".383","3.3","8.6","5.9","12.2","2.5","1.0","13.5","15.5","101","102.4","103.8","0.3","0.5","0.8","-2.9","0.4","-2.5"
"2527","DaJuan Smith","SR","2015-16","G","UC-Santa Barbara","Big West","32","11.5","1.0","2.6","1.0","2.3","0.1","0.3","0.4","0.7","0.6","1.4","2.0","0.7","0.4","0.0","0.6","0.6","2.6","10.1",".443",".415","6.1","12.9","9.6","10.7","1.9","0.3","16.3","15.3","91","93.8","100.1","0.1","0.6","0.7","-3.1","1.5","-1.6"
"2528","Tristan Thomas","JR","2015-16","G","South Carolina Upstate","A-Sun","20","10.3","0.8","2.4","0.1","0.3","0.8","2.1","0.1","0.2","0.1","0.6","0.7","1.1","0.6","0.0","0.5","0.9","2.4","10.1",".486",".490","0.5","6.3","3.4","17.4","3.4","0.0","15.4","13.9","50","103.6","112.3","0.2","0.1","0.3","-1.3","-3.5","-4.8"
"2529","Jackson Trapp","SR","2015-16","G","Florida Atlantic","CUSA","33","28.1","2.5","6.3","1.0","2.2","1.5","4.1","0.9","1.2","0.2","2.5","2.7","1.0","0.4","0.4","0.8","1.5","7.5","10.1",".543",".519","0.8","10.2","5.5","7.2","0.9","1.2","10.3","14.3","220","105.1","112.5","0.8","0.4","1.2","-1.1","-0.9","-2.1"
"2530","Eric Truog","SR","2015-16","C","Marist","MAAC","29","19.3","1.2","3.0","1.1","2.7","0.1","0.3","0.2","0.6","1.6","3.3","4.9","2.1","0.4","0.7","1.2","2.7","2.6","10.1",".402",".402","9.3","19.9","14.5","20.8","1.2","3.6","27.0","11.9","128","93.7","109.8","0.1","0.4","0.5","-4.0","1.3","-2.7"
"2531","Marquis Vance","JR","2015-16","F","Alcorn State","SWAC","30","29.7","2.5","7.4","1.5","4.4","1.0","3.0","2.0","3.3","1.5","3.9","5.4","1.9","0.4","0.6","2.0","1.9","7.9","10.1",".443",".403","5.5","16.0","10.5","13.1","0.9","2.2","18.3","18.5","253","92.4","108.2","0.1","0.8","0.8","-3.4","-1.3","-4.8"
"2532","C.J. Wiggins","FR","2015-16","G","North Carolina Central","MEAC","23","14.5","1.5","4.0","1.4","3.7","0.1","0.3","1.0","1.6","0.2","0.9","1.1","2.2","0.1","0.0","1.0","0.7","4.1","10.1",".439",".401","1.7","7.1","4.4","30.6","0.5","0.0","16.9","19.5","110","97.3","109.8","0.2","0.2","0.4","-5.3","-4.6","-9.9"
"2533","Patrick Wrencher","JR","2015-16","F","Saint Francis (PA)","NEC","24","7.4","0.8","1.4","0.8","1.4","0.0","0.0","0.2","0.3","0.5","0.5","1.0","0.1","0.1","0.2","0.4","0.9","1.7","10.1",".572",".545","7.5","8.2","7.9","3.4","1.0","2.4","20.1","12.8","40","104.7","110.6","0.1","0.1","0.3","-4.3","-2.1","-6.4"
"2534","Karim York","SR","2015-16","F","Prairie View","SWAC","28","20.6","2.9","6.4","2.8","5.6","0.1","0.8","1.3","2.1","1.2","2.9","4.1","0.6","0.3","0.5","2.0","2.8","7.1","10.1",".482",".458","6.3","17.5","11.5","7.1","0.9","2.5","21.0","22.7","189","86.1","104.7","-0.3","0.7","0.4","-6.4","-1.6","-8.0"
