"Date","pts_away","pts_home"
"Sun, Jan 31, 2010","83","79"
"Sun, Jan 31, 2010","104","112"
"Sun, Jan 31, 2010","103","89"
"Sun, Jan 31, 2010","102","117"
"Mon, Feb 1, 2010","109","112"
"Mon, Feb 1, 2010","93","95"
"Mon, Feb 1, 2010","97","81"
"Mon, Feb 1, 2010","109","100"
"Mon, Feb 1, 2010","79","98"
"Mon, Feb 1, 2010","92","104"
"Mon, Feb 1, 2010","99","88"
"Tue, Feb 2, 2010","90","82"
"Tue, Feb 2, 2010","89","105"
"Tue, Feb 2, 2010","97","119"
"Tue, Feb 2, 2010","115","130"
"Tue, Feb 2, 2010","97","93"
"Tue, Feb 2, 2010","99","106"
"Tue, Feb 2, 2010","82","99"
"Wed, Feb 3, 2010","97","103"
"Wed, Feb 3, 2010","102","107"
"Wed, Feb 3, 2010","101","110"
"Wed, Feb 3, 2010","109","97"
"Wed, Feb 3, 2010","97","99"
"Wed, Feb 3, 2010","103","99"
"Wed, Feb 3, 2010","85","107"
"Wed, Feb 3, 2010","103","106"
"Wed, Feb 3, 2010","115","113"
"Wed, Feb 3, 2010","99","108"
"Wed, Feb 3, 2010","105","118"
"Thu, Feb 4, 2010","86","102"
"Thu, Feb 4, 2010","93","96"
"Fri, Feb 5, 2010","81","91"
"Fri, Feb 5, 2010","87","96"
"Fri, Feb 5, 2010","117","108"
"Fri, Feb 5, 2010","83","107"
"Fri, Feb 5, 2010","126","113"
"Fri, Feb 5, 2010","101","83"
"Fri, Feb 5, 2010","101","94"
"Fri, Feb 5, 2010","114","107"
"Fri, Feb 5, 2010","92","91"
"Fri, Feb 5, 2010","114","102"
"Sat, Feb 6, 2010","104","99"
"Sat, Feb 6, 2010","91","95"
"Sat, Feb 6, 2010","106","113"
"Sat, Feb 6, 2010","92","99"
"Sat, Feb 6, 2010","104","95"
"Sat, Feb 6, 2010","102","95"
"Sat, Feb 6, 2010","98","81"
"Sat, Feb 6, 2010","81","93"
"Sat, Feb 6, 2010","102","109"
"Sat, Feb 6, 2010","99","82"
"Sat, Feb 6, 2010","106","116"
"Sun, Feb 7, 2010","96","89"
"Sun, Feb 7, 2010","104","115"
"Mon, Feb 8, 2010","127","117"
"Mon, Feb 8, 2010","89","101"
"Mon, Feb 8, 2010","117","123"
"Tue, Feb 9, 2010","92","94"
"Tue, Feb 9, 2010","97","104"
"Tue, Feb 9, 2010","91","127"
"Tue, Feb 9, 2010","109","101"
"Tue, Feb 9, 2010","109","99"
"Tue, Feb 9, 2010","108","94"
"Tue, Feb 9, 2010","66","99"
"Tue, Feb 9, 2010","93","81"
"Tue, Feb 9, 2010","118","114"
"Tue, Feb 9, 2010","97","119"
"Tue, Feb 9, 2010","89","77"
"Wed, Feb 10, 2010","94","76"
"Wed, Feb 10, 2010","107","87"
"Wed, Feb 10, 2010","103","97"
"Wed, Feb 10, 2010","102","132"
"Wed, Feb 10, 2010","93","92"
"Wed, Feb 10, 2010","97","77"
"Wed, Feb 10, 2010","85","93"
"Wed, Feb 10, 2010","108","101"
"Wed, Feb 10, 2010","93","104"
"Wed, Feb 10, 2010","96","81"
"Thu, Feb 11, 2010","106","115"
"Thu, Feb 11, 2010","111","92"
"Tue, Feb 16, 2010","103","94"
"Tue, Feb 16, 2010","85","118"
"Tue, Feb 16, 2010","85","108"
"Tue, Feb 16, 2010","104","95"
"Tue, Feb 16, 2010","94","104"
"Tue, Feb 16, 2010","109","95"
"Tue, Feb 16, 2010","86","99"
"Tue, Feb 16, 2010","105","78"
"Tue, Feb 16, 2010","87","109"
"Tue, Feb 16, 2010","95","92"
"Wed, Feb 17, 2010","97","107"
"Wed, Feb 17, 2010","98","130"
"Wed, Feb 17, 2010","90","87"
"Wed, Feb 17, 2010","110","92"
"Wed, Feb 17, 2010","127","99"
"Wed, Feb 17, 2010","87","84"
"Wed, Feb 17, 2010","98","90"
"Wed, Feb 17, 2010","115","109"
"Wed, Feb 17, 2010","91","116"
"Wed, Feb 17, 2010","109","102"
"Wed, Feb 17, 2010","99","108"
"Thu, Feb 18, 2010","118","116"
"Thu, Feb 18, 2010","87","86"
"Fri, Feb 19, 2010","93","110"
"Fri, Feb 19, 2010","91","85"
"Fri, Feb 19, 2010","100","89"
"Fri, Feb 19, 2010","100","87"
"Fri, Feb 19, 2010","100","94"
"Fri, Feb 19, 2010","106","89"
"Fri, Feb 19, 2010","101","107"
"Fri, Feb 19, 2010","95","85"
"Fri, Feb 19, 2010","94","106"
"Fri, Feb 19, 2010","80","88"
"Fri, Feb 19, 2010","96","76"
"Fri, Feb 19, 2010","97","107"
"Sat, Feb 20, 2010","90","122"
"Sat, Feb 20, 2010","91","97"
"Sat, Feb 20, 2010","125","115"
"Sat, Feb 20, 2010","89","99"
"Sat, Feb 20, 2010","88","93"
"Sat, Feb 20, 2010","121","118"
"Sat, Feb 20, 2010","104","109"
"Sun, Feb 21, 2010","105","114"
"Sun, Feb 21, 2010","101","109"
"Sun, Feb 21, 2010","104","108"
"Sun, Feb 21, 2010","109","107"
"Sun, Feb 21, 2010","104","94"
"Sun, Feb 21, 2010","94","102"
"Sun, Feb 21, 2010","95","101"
"Sun, Feb 21, 2010","88","104"
"Sun, Feb 21, 2010","93","89"
"Mon, Feb 22, 2010","82","91"
"Mon, Feb 22, 2010","94","98"
"Mon, Feb 22, 2010","83","67"
"Mon, Feb 22, 2010","105","100"
"Mon, Feb 22, 2010","95","101"
"Tue, Feb 23, 2010","106","110"
"Tue, Feb 23, 2010","95","105"
"Tue, Feb 23, 2010","110","102"
"Tue, Feb 23, 2010","99","98"
"Tue, Feb 23, 2010","91","88"
"Tue, Feb 23, 2010","102","93"
"Tue, Feb 23, 2010","104","102"
"Tue, Feb 23, 2010","101","89"
"Wed, Feb 24, 2010","92","98"
"Wed, Feb 24, 2010","110","120"
"Wed, Feb 24, 2010","96","101"
"Wed, Feb 24, 2010","110","92"
"Wed, Feb 24, 2010","91","97"
"Wed, Feb 24, 2010","95","115"
"Wed, Feb 24, 2010","95","106"
"Wed, Feb 24, 2010","87","95"
"Wed, Feb 24, 2010","101","87"
"Wed, Feb 24, 2010","93","102"
"Wed, Feb 24, 2010","99","94"
"Thu, Feb 25, 2010","108","88"
"Thu, Feb 25, 2010","127","112"
"Thu, Feb 25, 2010","112","110"
"Fri, Feb 26, 2010","111","103"
"Fri, Feb 26, 2010","111","115"
"Fri, Feb 26, 2010","102","107"
"Fri, Feb 26, 2010","104","109"
"Fri, Feb 26, 2010","90","99"
"Fri, Feb 26, 2010","93","89"
"Fri, Feb 26, 2010","93","100"
"Fri, Feb 26, 2010","92","109"
"Fri, Feb 26, 2010","112","125"
"Fri, Feb 26, 2010","99","103"
"Fri, Feb 26, 2010","126","118"
"Fri, Feb 26, 2010","118","116"
"Sat, Feb 27, 2010","104","96"
"Sat, Feb 27, 2010","88","95"
"Sat, Feb 27, 2010","90","100"
"Sat, Feb 27, 2010","94","71"
"Sat, Feb 27, 2010","110","91"
"Sat, Feb 27, 2010","120","109"
"Sat, Feb 27, 2010","110","133"
"Sun, Feb 28, 2010","102","106"
"Sun, Feb 28, 2010","100","108"
"Sun, Feb 28, 2010","89","95"
"Sun, Feb 28, 2010","89","85"
"Sun, Feb 28, 2010","99","119"
"Sun, Feb 28, 2010","80","96"
"Sun, Feb 28, 2010","92","97"
"Sun, Feb 28, 2010","110","113"
"Mon, Mar 1, 2010","89","84"
"Mon, Mar 1, 2010","116","92"
"Mon, Mar 1, 2010","93","124"
"Mon, Mar 1, 2010","92","116"
"Mon, Mar 1, 2010","104","108"
"Mon, Mar 1, 2010","103","93"
"Mon, Mar 1, 2010","106","92"
"Mon, Mar 1, 2010","126","105"
"Mon, Mar 1, 2010","85","101"
"Tue, Mar 2, 2010","105","100"
"Tue, Mar 2, 2010","99","122"
"Tue, Mar 2, 2010","106","110"
"Tue, Mar 2, 2010","107","113"
"Wed, Mar 3, 2010","93","112"
"Wed, Mar 3, 2010","80","104"
"Wed, Mar 3, 2010","109","112"
"Wed, Mar 3, 2010","90","119"
"Wed, Mar 3, 2010","84","81"
"Wed, Mar 3, 2010","127","101"
"Wed, Mar 3, 2010","87","100"
"Wed, Mar 3, 2010","111","92"
"Wed, Mar 3, 2010","104","100"
"Wed, Mar 3, 2010","104","128"
"Wed, Mar 3, 2010","90","117"
"Wed, Mar 3, 2010","79","102"
"Thu, Mar 4, 2010","105","96"
"Thu, Mar 4, 2010","111","114"
"Thu, Mar 4, 2010","116","108"
"Fri, Mar 5, 2010","122","127"
"Fri, Mar 5, 2010","83","98"
"Fri, Mar 5, 2010","92","99"
"Fri, Mar 5, 2010","100","108"
"Fri, Mar 5, 2010","114","122"
"Fri, Mar 5, 2010","104","87"
"Fri, Mar 5, 2010","97","87"
"Fri, Mar 5, 2010","96","86"
"Fri, Mar 5, 2010","91","102"
"Fri, Mar 5, 2010","96","102"
"Fri, Mar 5, 2010","102","74"
"Sat, Mar 6, 2010","90","101"
"Sat, Mar 6, 2010","122","116"
"Sat, Mar 6, 2010","102","92"
"Sat, Mar 6, 2010","94","100"
"Sat, Mar 6, 2010","85","92"
"Sat, Mar 6, 2010","112","98"
"Sat, Mar 6, 2010","113","93"
"Sat, Mar 6, 2010","105","113"
"Sat, Mar 6, 2010","85","107"
"Sun, Mar 7, 2010","83","86"
"Sun, Mar 7, 2010","106","118"
"Sun, Mar 7, 2010","107","110"
"Sun, Mar 7, 2010","94","96"
"Sun, Mar 7, 2010","108","102"
"Sun, Mar 7, 2010","114","101"
"Mon, Mar 8, 2010","95","97"
"Mon, Mar 8, 2010","101","107"
"Mon, Mar 8, 2010","125","112"
"Mon, Mar 8, 2010","131","135"
"Mon, Mar 8, 2010","98","99"
"Tue, Mar 9, 2010","78","83"
"Tue, Mar 9, 2010","132","108"
"Tue, Mar 9, 2010","96","107"
"Tue, Mar 9, 2010","107","109"
"Tue, Mar 9, 2010","84","86"
"Tue, Mar 9, 2010","87","113"
"Tue, Mar 9, 2010","81","88"
"Tue, Mar 9, 2010","96","88"
"Wed, Mar 10, 2010","111","91"
"Wed, Mar 10, 2010","87","96"
"Wed, Mar 10, 2010","115","104"
"Wed, Mar 10, 2010","97","108"
"Wed, Mar 10, 2010","110","102"
"Wed, Mar 10, 2010","83","98"
"Wed, Mar 10, 2010","102","87"
"Wed, Mar 10, 2010","90","113"
"Wed, Mar 10, 2010","87","97"
"Thu, Mar 11, 2010","110","105"
"Thu, Mar 11, 2010","82","111"
"Thu, Mar 11, 2010","105","99"
"Fri, Mar 12, 2010","103","122"
"Fri, Mar 12, 2010","98","106"
"Fri, Mar 12, 2010","87","101"
"Fri, Mar 12, 2010","112","119"
"Fri, Mar 12, 2010","95","108"
"Fri, Mar 12, 2010","87","95"
"Fri, Mar 12, 2010","103","85"
"Fri, Mar 12, 2010","102","95"
"Fri, Mar 12, 2010","102","104"
"Fri, Mar 12, 2010","100","95"
"Fri, Mar 12, 2010","102","96"
"Fri, Mar 12, 2010","110","94"
"Sat, Mar 13, 2010","99","112"
"Sat, Mar 13, 2010","128","94"
"Sat, Mar 13, 2010","112","124"
"Sat, Mar 13, 2010","108","116"
"Sat, Mar 13, 2010","125","108"
"Sat, Mar 13, 2010","88","118"
"Sat, Mar 13, 2010","109","95"
"Sun, Mar 14, 2010","93","104"
"Sun, Mar 14, 2010","91","104"
"Sun, Mar 14, 2010","94","98"
"Sun, Mar 14, 2010","111","119"
"Sun, Mar 14, 2010","96","89"
"Sun, Mar 14, 2010","106","120"
"Sun, Mar 14, 2010","98","109"
"Sun, Mar 14, 2010","100","114"
"Mon, Mar 15, 2010","93","119"
"Mon, Mar 15, 2010","124","121"
"Mon, Mar 15, 2010","123","125"
"Mon, Mar 15, 2010","108","100"
"Mon, Mar 15, 2010","94","84"
"Mon, Mar 15, 2010","89","112"
"Tue, Mar 16, 2010","87","97"
"Tue, Mar 16, 2010","113","101"
"Tue, Mar 16, 2010","94","99"
"Tue, Mar 16, 2010","97","104"
"Tue, Mar 16, 2010","88","76"
"Tue, Mar 16, 2010","108","84"
"Tue, Mar 16, 2010","114","152"
"Tue, Mar 16, 2010","106","99"
"Wed, Mar 17, 2010","97","109"
"Wed, Mar 17, 2010","92","100"
"Wed, Mar 17, 2010","94","99"
"Wed, Mar 17, 2010","106","113"
"Wed, Mar 17, 2010","121","131"
"Wed, Mar 17, 2010","94","107"
"Wed, Mar 17, 2010","93","101"
"Wed, Mar 17, 2010","84","110"
"Wed, Mar 17, 2010","97","108"
"Wed, Mar 17, 2010","105","106"
"Wed, Mar 17, 2010","100","122"
"Thu, Mar 18, 2010","80","93"
"Thu, Mar 18, 2010","108","102"
"Fri, Mar 19, 2010","92","93"
"Fri, Mar 19, 2010","92","85"
"Fri, Mar 19, 2010","94","87"
"Fri, Mar 19, 2010","102","106"
"Fri, Mar 19, 2010","96","104"
"Fri, Mar 19, 2010","88","92"
"Fri, Mar 19, 2010","100","110"
"Fri, Mar 19, 2010","74","76"
"Fri, Mar 19, 2010","114","108"
"Fri, Mar 19, 2010","116","147"
"Fri, Mar 19, 2010","115","89"
"Sat, Mar 20, 2010","102","93"
"Sat, Mar 20, 2010","102","97"
"Sat, Mar 20, 2010","107","123"
"Sat, Mar 20, 2010","71","77"
"Sat, Mar 20, 2010","100","90"
"Sat, Mar 20, 2010","98","84"
"Sat, Mar 20, 2010","86","106"
"Sun, Mar 21, 2010","114","119"
"Sun, Mar 21, 2010","79","104"
"Sun, Mar 21, 2010","101","121"
"Sun, Mar 21, 2010","102","89"
"Sun, Mar 21, 2010","92","99"
"Sun, Mar 21, 2010","116","112"
"Sun, Mar 21, 2010","87","93"
"Mon, Mar 22, 2010","88","98"
"Mon, Mar 22, 2010","133","131"
"Mon, Mar 22, 2010","95","98"
"Mon, Mar 22, 2010","106","100"
"Mon, Mar 22, 2010","99","89"
"Mon, Mar 22, 2010","99","115"
"Mon, Mar 22, 2010","99","96"
"Mon, Mar 22, 2010","109","93"
"Mon, Mar 22, 2010","102","85"
"Mon, Mar 22, 2010","97","110"
"Tue, Mar 23, 2010","96","106"
"Tue, Mar 23, 2010","98","83"
"Tue, Mar 23, 2010","104","109"
"Tue, Mar 23, 2010","95","86"
"Wed, Mar 24, 2010","84","86"
"Wed, Mar 24, 2010","99","113"
"Wed, Mar 24, 2010","95","108"
"Wed, Mar 24, 2010","110","128"
"Wed, Mar 24, 2010","82","99"
"Wed, Mar 24, 2010","101","86"
"Wed, Mar 24, 2010","79","93"
"Wed, Mar 24, 2010","105","92"
"Wed, Mar 24, 2010","104","122"
"Wed, Mar 24, 2010","92","83"
"Wed, Mar 24, 2010","113","87"
"Thu, Mar 25, 2010","103","74"
"Thu, Mar 25, 2010","99","93"
"Thu, Mar 25, 2010","89","101"
"Fri, Mar 26, 2010","86","94"
"Fri, Mar 26, 2010","96","107"
"Fri, Mar 26, 2010","106","122"
"Fri, Mar 26, 2010","87","74"
"Fri, Mar 26, 2010","110","118"
"Fri, Mar 26, 2010","75","91"
"Fri, Mar 26, 2010","97","106"
"Fri, Mar 26, 2010","98","105"
"Fri, Mar 26, 2010","96","132"
"Fri, Mar 26, 2010","97","102"
"Fri, Mar 26, 2010","97","96"
"Sat, Mar 27, 2010","83","106"
"Sat, Mar 27, 2010","111","90"
"Sat, Mar 27, 2010","109","101"
"Sat, Mar 27, 2010","112","101"
"Sat, Mar 27, 2010","103","87"
"Sun, Mar 28, 2010","84","94"
"Sun, Mar 28, 2010","94","73"
"Sun, Mar 28, 2010","90","97"
"Sun, Mar 28, 2010","110","103"
"Sun, Mar 28, 2010","121","103"
"Sun, Mar 28, 2010","94","97"
"Sun, Mar 28, 2010","103","108"
"Sun, Mar 28, 2010","111","105"
"Sun, Mar 28, 2010","92","87"
"Sun, Mar 28, 2010","97","103"
"Mon, Mar 29, 2010","103","101"
"Mon, Mar 29, 2010","93","109"
"Mon, Mar 29, 2010","84","90"
"Mon, Mar 29, 2010","100","108"
"Mon, Mar 29, 2010","98","103"
"Tue, Mar 30, 2010","111","105"
"Tue, Mar 30, 2010","94","98"
"Tue, Mar 30, 2010","95","102"
"Tue, Mar 30, 2010","89","107"
"Tue, Mar 30, 2010","111","93"
"Wed, Mar 31, 2010","92","109"
"Wed, Mar 31, 2010","109","104"
"Wed, Mar 31, 2010","84","103"
"Wed, Mar 31, 2010","98","101"
"Wed, Mar 31, 2010","98","81"
"Wed, Mar 31, 2010","106","102"
"Wed, Mar 31, 2010","99","108"
"Wed, Mar 31, 2010","116","105"
"Wed, Mar 31, 2010","96","91"
"Wed, Mar 31, 2010","90","118"
"Wed, Mar 31, 2010","102","119"
"Wed, Mar 31, 2010","92","114"
"Wed, Mar 31, 2010","104","128"
"Thu, Apr 1, 2010","97","82"
"Thu, Apr 1, 2010","92","109"
"Fri, Apr 2, 2010","119","114"
"Fri, Apr 2, 2010","86","87"
"Fri, Apr 2, 2010","88","93"
"Fri, Apr 2, 2010","109","94"
"Fri, Apr 2, 2010","117","128"
"Fri, Apr 2, 2010","105","96"
"Fri, Apr 2, 2010","92","106"
"Fri, Apr 2, 2010","96","107"
"Fri, Apr 2, 2010","100","112"
"Fri, Apr 2, 2010","95","87"
"Sat, Apr 3, 2010","85","91"
"Sat, Apr 3, 2010","88","96"
"Sat, Apr 3, 2010","121","116"
"Sat, Apr 3, 2010","90","98"
"Sat, Apr 3, 2010","98","107"
"Sat, Apr 3, 2010","97","84"
"Sat, Apr 3, 2010","87","115"
"Sat, Apr 3, 2010","128","123"
"Sat, Apr 3, 2010","98","87"
"Sun, Apr 4, 2010","113","117"
"Sun, Apr 4, 2010","102","133"
"Sun, Apr 4, 2010","113","107"
"Sun, Apr 4, 2010","100","81"
"Sun, Apr 4, 2010","108","116"
"Sun, Apr 4, 2010","92","107"
"Sun, Apr 4, 2010","113","112"
"Sun, Apr 4, 2010","99","109"
"Tue, Apr 6, 2010","100","109"
"Tue, Apr 6, 2010","79","74"
"Tue, Apr 6, 2010","101","113"
"Tue, Apr 6, 2010","113","103"
"Tue, Apr 6, 2010","101","104"
"Tue, Apr 6, 2010","124","103"
"Tue, Apr 6, 2010","95","86"
"Tue, Apr 6, 2010","139","140"
"Tue, Apr 6, 2010","94","112"
"Wed, Apr 7, 2010","84","110"
"Wed, Apr 7, 2010","88","90"
"Wed, Apr 7, 2010","96","113"
"Wed, Apr 7, 2010","105","113"
"Wed, Apr 7, 2010","93","85"
"Wed, Apr 7, 2010","95","99"
"Wed, Apr 7, 2010","89","108"
"Wed, Apr 7, 2010","116","107"
"Wed, Apr 7, 2010","104","103"
"Wed, Apr 7, 2010","98","94"
"Wed, Apr 7, 2010","94","121"
"Wed, Apr 7, 2010","101","112"
"Wed, Apr 7, 2010","115","104"
"Thu, Apr 8, 2010","108","109"
"Thu, Apr 8, 2010","96","98"
"Thu, Apr 8, 2010","94","116"
"Fri, Apr 9, 2010","101","107"
"Fri, Apr 9, 2010","106","96"
"Fri, Apr 9, 2010","116","113"
"Fri, Apr 9, 2010","90","97"
"Fri, Apr 9, 2010","106","99"
"Fri, Apr 9, 2010","97","88"
"Fri, Apr 9, 2010","116","127"
"Fri, Apr 9, 2010","114","103"
"Fri, Apr 9, 2010","91","96"
"Fri, Apr 9, 2010","103","118"
"Fri, Apr 9, 2010","95","90"
"Fri, Apr 9, 2010","83","77"
"Fri, Apr 9, 2010","107","99"
"Sat, Apr 10, 2010","95","99"
"Sat, Apr 10, 2010","104","85"
"Sat, Apr 10, 2010","102","115"
"Sat, Apr 10, 2010","104","107"
"Sat, Apr 10, 2010","120","101"
"Sat, Apr 10, 2010","105","90"
"Sat, Apr 10, 2010","126","108"
"Sat, Apr 10, 2010","105","95"
"Sun, Apr 11, 2010","98","92"
"Sun, Apr 11, 2010","117","120"
"Sun, Apr 11, 2010","91","88"
"Sun, Apr 11, 2010","86","114"
"Sun, Apr 11, 2010","111","98"
"Sun, Apr 11, 2010","106","116"
"Sun, Apr 11, 2010","104","88"
"Mon, Apr 12, 2010","101","123"
"Mon, Apr 12, 2010","111","97"
"Mon, Apr 12, 2010","118","98"
"Mon, Apr 12, 2010","117","94"
"Mon, Apr 12, 2010","104","96"
"Mon, Apr 12, 2010","105","95"
"Mon, Apr 12, 2010","103","114"
"Mon, Apr 12, 2010","107","105"
"Mon, Apr 12, 2010","95","103"
"Mon, Apr 12, 2010","117","107"
"Mon, Apr 12, 2010","111","133"
"Tue, Apr 13, 2010","93","101"
"Tue, Apr 13, 2010","103","94"
"Tue, Apr 13, 2010","100","106"
"Tue, Apr 13, 2010","101","123"
"Wed, Apr 14, 2010","83","99"
"Wed, Apr 14, 2010","106","95"
"Wed, Apr 14, 2010","98","89"
"Wed, Apr 14, 2010","89","96"
"Wed, Apr 14, 2010","123","115"
"Wed, Apr 14, 2010","91","107"
"Wed, Apr 14, 2010","86","94"
"Wed, Apr 14, 2010","103","98"
"Wed, Apr 14, 2010","105","114"
"Wed, Apr 14, 2010","111","125"
"Wed, Apr 14, 2010","122","116"
"Wed, Apr 14, 2010","113","131"
"Wed, Apr 14, 2010","100","86"
"Wed, Apr 14, 2010","97","98"
"Playoffs","Playoffs","Playoffs"
"Sat, Apr 17, 2010","92","102"
"Sat, Apr 17, 2010","76","85"
"Sat, Apr 17, 2010","83","96"
"Sat, Apr 17, 2010","113","126"
"Sun, Apr 18, 2010","94","100"
"Sun, Apr 18, 2010","79","87"
"Sun, Apr 18, 2010","89","98"
"Sun, Apr 18, 2010","105","100"
"Mon, Apr 19, 2010","102","112"
"Mon, Apr 19, 2010","114","111"
"Tue, Apr 20, 2010","86","96"
"Tue, Apr 20, 2010","77","106"
"Tue, Apr 20, 2010","92","95"
"Tue, Apr 20, 2010","90","119"
"Wed, Apr 21, 2010","102","88"
"Wed, Apr 21, 2010","77","92"
"Thu, Apr 22, 2010","106","108"
"Thu, Apr 22, 2010","96","101"
"Thu, Apr 22, 2010","108","89"
"Fri, Apr 23, 2010","100","98"
"Fri, Apr 23, 2010","90","94"
"Fri, Apr 23, 2010","93","105"
"Sat, Apr 24, 2010","90","86"
"Sat, Apr 24, 2010","89","107"
"Sat, Apr 24, 2010","89","110"
"Sat, Apr 24, 2010","87","96"
"Sun, Apr 25, 2010","121","98"
"Sun, Apr 25, 2010","92","101"
"Sun, Apr 25, 2010","89","92"
"Sun, Apr 25, 2010","106","117"
"Mon, Apr 26, 2010","99","90"
"Mon, Apr 26, 2010","104","111"
"Mon, Apr 26, 2010","88","107"
"Tue, Apr 27, 2010","86","96"
"Tue, Apr 27, 2010","94","96"
"Tue, Apr 27, 2010","81","103"
"Tue, Apr 27, 2010","87","111"
"Wed, Apr 28, 2010","91","87"
"Wed, Apr 28, 2010","102","116"
"Thu, Apr 29, 2010","99","90"
"Thu, Apr 29, 2010","87","97"
"Fri, Apr 30, 2010","83","69"
"Fri, Apr 30, 2010","95","94"
"Fri, Apr 30, 2010","104","112"
"Sat, May 1, 2010","93","101"
"Sun, May 2, 2010","74","95"
"Sun, May 2, 2010","99","104"
"Mon, May 3, 2010","104","86"
"Mon, May 3, 2010","102","111"
"Tue, May 4, 2010","103","111"
"Tue, May 4, 2010","71","114"
"Wed, May 5, 2010","102","110"
"Thu, May 6, 2010","98","112"
"Fri, May 7, 2010","124","95"
"Fri, May 7, 2010","110","96"
"Sat, May 8, 2010","105","75"
"Sat, May 8, 2010","111","110"
"Sun, May 9, 2010","87","97"
"Sun, May 9, 2010","107","101"
"Mon, May 10, 2010","98","84"
"Mon, May 10, 2010","111","96"
"Tue, May 11, 2010","120","88"
"Thu, May 13, 2010","85","94"
"Sun, May 16, 2010","92","88"
"Mon, May 17, 2010","107","128"
"Tue, May 18, 2010","95","92"
"Wed, May 19, 2010","112","124"
"Sat, May 22, 2010","71","94"
"Sun, May 23, 2010","109","118"
"Mon, May 24, 2010","96","92"
"Tue, May 25, 2010","106","115"
"Wed, May 26, 2010","92","113"
"Thu, May 27, 2010","101","103"
"Fri, May 28, 2010","84","96"
"Sat, May 29, 2010","111","103"
"Thu, Jun 3, 2010","89","102"
"Sun, Jun 6, 2010","103","94"
"Tue, Jun 8, 2010","91","84"
"Thu, Jun 10, 2010","89","96"
"Sun, Jun 13, 2010","86","92"
"Tue, Jun 15, 2010","67","89"
"Thu, Jun 17, 2010","79","83"
"Tue, Oct 26, 2010","80","88"
"Tue, Oct 26, 2010","110","112"
"Tue, Oct 26, 2010","92","106"
"Wed, Oct 27, 2010","87","95"
"Wed, Oct 27, 2010","86","101"
"Wed, Oct 27, 2010","88","110"
"Wed, Oct 27, 2010","128","132"
"Wed, Oct 27, 2010","98","88"
"Wed, Oct 27, 2010","119","104"
"Wed, Oct 27, 2010","117","116"
"Wed, Oct 27, 2010","98","101"
"Wed, Oct 27, 2010","91","95"
"Wed, Oct 27, 2010","95","106"
"Wed, Oct 27, 2010","97","87"
"Wed, Oct 27, 2010","109","122"
"Wed, Oct 27, 2010","98","93"
"Thu, Oct 28, 2010","83","112"
"Thu, Oct 28, 2010","110","94"
"Fri, Oct 29, 2010","101","105"
"Fri, Oct 29, 2010","104","101"
"Fri, Oct 29, 2010","91","90"
"Fri, Oct 29, 2010","105","104"
"Fri, Oct 29, 2010","91","109"
"Fri, Oct 29, 2010","70","96"
"Fri, Oct 29, 2010","85","96"
"Fri, Oct 29, 2010","100","106"
"Fri, Oct 29, 2010","95","101"
"Fri, Oct 29, 2010","104","101"
"Fri, Oct 29, 2010","114","106"
"Fri, Oct 29, 2010","81","101"
"Sat, Oct 30, 2010","95","99"
"Sat, Oct 30, 2010","91","101"
"Sat, Oct 30, 2010","107","104"
"Sat, Oct 30, 2010","107","94"
"Sat, Oct 30, 2010","86","99"
"Sat, Oct 30, 2010","89","109"
"Sat, Oct 30, 2010","88","98"
"Sat, Oct 30, 2010","100","95"
"Sat, Oct 30, 2010","99","90"
"Sun, Oct 31, 2010","99","83"
"Sun, Oct 31, 2010","83","107"
"Sun, Oct 31, 2010","101","78"
"Sun, Oct 31, 2010","120","99"
"Mon, Nov 1, 2010","98","110"
"Mon, Nov 1, 2010","97","88"
"Mon, Nov 1, 2010","108","111"
"Tue, Nov 2, 2010","100","88"
"Tue, Nov 2, 2010","109","86"
"Tue, Nov 2, 2010","105","124"
"Tue, Nov 2, 2010","97","129"
"Tue, Nov 2, 2010","90","76"
"Tue, Nov 2, 2010","115","116"
"Wed, Nov 3, 2010","85","94"
"Wed, Nov 3, 2010","102","105"
"Wed, Nov 3, 2010","102","101"
"Wed, Nov 3, 2010","109","115"
"Wed, Nov 3, 2010","107","99"
"Wed, Nov 3, 2010","92","107"
"Wed, Nov 3, 2010","85","83"
"Wed, Nov 3, 2010","86","128"
"Wed, Nov 3, 2010","75","101"
"Wed, Nov 3, 2010","112","110"
"Wed, Nov 3, 2010","112","100"
"Wed, Nov 3, 2010","108","125"
"Thu, Nov 4, 2010","120","112"
"Thu, Nov 4, 2010","107","106"
"Fri, Nov 5, 2010","105","110"
"Fri, Nov 5, 2010","104","111"
"Fri, Nov 5, 2010","90","97"
"Fri, Nov 5, 2010","78","85"
"Fri, Nov 5, 2010","94","90"
"Fri, Nov 5, 2010","103","108"
"Fri, Nov 5, 2010","113","103"
"Fri, Nov 5, 2010","93","96"
"Fri, Nov 5, 2010","91","112"
"Fri, Nov 5, 2010","90","105"
"Fri, Nov 5, 2010","123","116"
"Fri, Nov 5, 2010","118","123"
"Sat, Nov 6, 2010","91","88"
"Sat, Nov 6, 2010","103","92"
"Sat, Nov 6, 2010","89","101"
"Sat, Nov 6, 2010","87","81"
"Sat, Nov 6, 2010","84","97"
"Sat, Nov 6, 2010","100","91"
"Sat, Nov 6, 2010","121","124"
"Sat, Nov 6, 2010","107","109"
"Sat, Nov 6, 2010","107","102"
"Sun, Nov 7, 2010","118","114"
