"Player","Pos","Season","Age","Tm","Exp","FGPer","FG3Per","FG2Per","effFGPer","FTPer","effMin","effFG","effFGA","eff3PM","eff3PA","eff2PM","eff2PA","effFTM","effFTA","effORB","effDRB","effTRB","effAST","effSTL","effBLK","effTOV","effPF","effPTS"
"Alex Len","C","2017-2018",25,"PHO","4",0.534402862064834,0.25,0.537853565576404,0.53907480620671,0.761180162470326,0.00587043732544711,0.146416861786109,0.283928260920752,0,0.00960663363332996,0.13751173605716,0.276266065132889,0.105837054845488,0.140935841749115,0.112101151408588,0.239007154895022,0.347804374354834,0.0294153907303601,0.0286773751012535,0.0594175170068027,0.0625090295173797,0.134555330653798,0.39199059465622
"Alex Poythress","F","2017-2018",25,"IND","1",0.463,0.316,0.543,0.519,0.8,0.000532520325203252,0.16030534351145,0.343511450381679,0.0381679389312977,0.122137404580153,0.122137404580153,0.221374045801527,0.049618320610687,0.0648854961832061,0.0687022900763359,0.114503816793893,0.183206106870229,0.0305343511450382,0.0190839694656489,0.0114503816793893,0.0190839694656489,0.0877862595419847,0.408396946564885
"Alexis Ajinca","C","2017-2018",30,"NOP","7",0.482007575757576,0,0.493677966101695,0.482986767485822,0.708333333333333,0.003168833199321,0.126040592783505,0.292806026365348,0,0.00666666666666667,0.126040592783505,0.286440677966102,0.0363151075408137,0.0534508076358297,0.0649484536082474,0.250482334869432,0.302258251302837,0.0147770700636943,0.0429203539823009,0.0381920903954802,0.0476288659793815,0.157522580645161,0.319892347716875
"Allen Crabbe","SG","2017-2018",26,"BRK","4",0.461208876055365,0.432484677724945,0.48581974248927,0.556841467090481,0.848442585361885,0.00710959967773079,0.12989318437244,0.288339735649643,0.053527492871931,0.133463398344704,0.070013220562224,0.149050766142359,0.0450411975922434,0.0542039023647721,0.00672716612292494,0.0935955615240811,0.0986480378186789,0.0435012719168032,0.0201220935704634,0.0105944472832567,0.0247017384362859,0.0714194113775389,0.352217799258859
"Amir Johnson","C","2017-2018",31,"PHI","12",0.541534566440169,0.256641734847092,0.591414493450306,0.57293496835443,0.633265681040954,0.003882766279747,0.139252825633659,0.251177725703982,0.0149253731343284,0.0648608807812788,0.120894830773298,0.203091983739805,0.0371006786370911,0.0640973793209758,0.0811007624871874,0.166559216907991,0.233643130671879,0.0799832073631434,0.0359402899742082,0.0332056171929652,0.0544889512551204,0.144822772323066,0.329897371490314
"Andre Drummond","C","2017-2018",25,"DET","5",0.522597713928361,0.286,0.5236885169025,0.524592628742205,0.394558915865079,0.00814890654315197,0.205349326122126,0.405845289540022,0,0.00336700336700337,0.201978193778436,0.405663629109167,0.0548536222579894,0.140477653993423,0.132492574574325,0.324915645950928,0.450770442473999,0.036424792682595,0.0424845379555232,0.032157692354183,0.0617618065908553,0.0902699640557151,0.46470888158532
"Andre Iguodala","G-F","2017-2018",34,"GSW","13",0.537333333333333,0.391176119402985,0.644171328671329,0.63228431372549,0.656359375,0.00528337114766497,0.122022478192798,0.218081829489851,0.0352642958324014,0.0927140829693139,0.0692607181075112,0.101389995674051,0.0318747700233043,0.0383677787317552,0.0210383583091031,0.140248988102539,0.139618654913879,0.122623574144487,0.0480876761350928,0.0283331289096038,0.0285885817204608,0.0541787817788712,0.304967034968629
"Andre Roberson","SF","2017-2018",27,"OKC","4",0.440420395379108,0.242624653739612,0.557101721801964,0.502564349898547,0.414407769048715,0.00716716179634384,0.0855967242030862,0.197326249274539,0.0226534304456779,0.0862447778422308,0.0645322410840325,0.110712457681848,0.0196006192800527,0.047783193071584,0.032778371574701,0.124744461665685,0.178153882175303,0.0344002171849747,0.0399888226962697,0.0312253334344455,0.0186589294222778,0.086784050155113,0.207142803740698
"Andrew Bogut","C","2017-2018",34,"LAL","12",0.446635750189003,0,0.454576806410721,0.447147865923262,0.247072998769188,0.00334942572050106,0.0581608704438565,0.120479289621904,0,0,0.0581608704438565,0.120479289621904,0.00408698008524397,0.0202393200078385,0.118380196761344,0.268475592162444,0.392529134920046,0.0730597869374751,0.0140560553782556,0.0569925585733548,0.0817972350230415,0.16880152836437,0.11465695074326
"Andrew Harrison","PG","2017-2018",24,"MEM","1",0.335680751173709,0.2944,0.36380487804878,0.390379241516966,0.787890840652447,0.00517995004541326,0.0830156489774741,0.254950284694485,0.0269203966764942,0.0936943753111001,0.0545366693977017,0.151564800436415,0.124938551711099,0.156794425087108,0.0134856437171967,0.0905497442751035,0.102613240418118,0.129242066614215,0.0407962617832158,0.0146341463414634,0.0565198210121636,0.131236933797909,0.303498080887926
"Andrew Wiggins","SF","2017-2018",23,"MIN","3",0.443773659092808,0.358109399249705,0.458617522614532,0.477852952582408,0.742493224932249,0.00960690820570997,0.245667492452099,0.526868332690037,0.035176541269988,0.09883873086524,0.211063033301082,0.438749110738202,0.141547458333727,0.187987137519137,0.0345871992857437,0.0791292185878959,0.109627222159938,0.0613452476205503,0.0280627344549238,0.00949214645213679,0.0665677815319392,0.0637641924874823,0.662161612187458
"Anthony Brown","F-G","2017-2018",26,"MIN","2",0.34016816836353,0.209131264916468,0.479545134365803,0.423826053212654,0,0.00253130345697875,0.106447739619034,0.307401837672747,0.0247439496994622,0.140513565179031,0.0700069207612311,0.144804386797427,0,0,0.0437896126280422,0.146436122535063,0.179072863441437,0.0466272610821026,0.031775778777278,0.0045719327836082,0.0337168690251521,0.0918558745451883,0.242494765305317
"Anthony Davis","PF","2017-2018",25,"NOP","5",0.507317492319509,0.3035,0.521484495202965,0.518265551469822,0.824704447614567,0.00980717873937678,0.274242549758264,0.568639163085891,0.0138504155124654,0.0412468944400174,0.260990430900538,0.511620741518812,0.195029314836085,0.237148624798817,0.0609043027967352,0.281623535934878,0.320265562294347,0.0647956143252686,0.0308055027195543,0.0516634023426486,0.0697205213340194,0.0526335575781559,0.772807991869626
"Anthony Tolliver","F-C","2017-2018",33,"DET","9",0.453381974248927,0.39446017699115,0.59398381294964,0.613502935420744,0.766469798657718,0.00533168152678506,0.107816726375152,0.24061142278297,0.0551238037368981,0.135348625246848,0.0426359584718036,0.0781715036461019,0.0322152099761093,0.0439883032052256,0.0393741455263558,0.137250551981322,0.154273199735107,0.0589049716803021,0.0222375783401956,0.0134230041567122,0.0442959137171502,0.0757014821726959,0.320381734345806
"Aron Baynes","C","2017-2018",32,"BOS","5",0.475164859002169,0,0.484300699300699,0.475164859002169,0.845316455696203,0.00332490506791295,0.108544981830293,0.242250817377642,0,0,0.108544981830293,0.240428744662761,0.0581912253840874,0.06815146227611,0.0953315251889895,0.188949613436417,0.275402183879303,0.0230938416422287,0.0122260352322123,0.0310268406796356,0.0346407624633431,0.163821718788476,0.276612903225807
"Arron Afflalo","G","2017-2018",33,"ORL","10",0.416504854368932,0.333801587301587,0.453826388888889,0.486086142322097,0.825450261780105,0.00743328440228847,0.113658301158301,0.269916773397403,0.041286135036135,0.110861785705675,0.0712388212388212,0.158744224317995,0.0544005544005544,0.0625014988369026,0.00323812823812824,0.0641149391149391,0.0725569257425213,0.0480041803350074,0.0103620103620104,0.00333341327130147,0.0285692895111178,0.0708350320151563,0.329425579425579
"Austin Rivers","SG","2017-2018",26,"LAC","5",0.42298125,0.363842118565949,0.46944305019305,0.491742518128922,0.689106395884139,0.00714323468981973,0.153252258352948,0.361713851646945,0.0628957379290255,0.168061239212355,0.099958113616383,0.212472585119615,0.0963684934405417,0.123973258368095,0.0124800999536505,0.0861039948528982,0.101009223729614,0.102320104253957,0.0187929375887045,0.0031781011757758,0.0585723673571903,0.0868438531005751,0.427968820389609
"Avery Bradley","SG","2017-2018",28,"DET","7",0.480063882063882,0.424894736842105,0.520669260700389,0.561309523809524,0.741594202898551,0.00783050036098817,0.203126326409341,0.426228612733381,0.0614039097377764,0.143792863113636,0.143085506546819,0.279387789306882,0.0442803033484224,0.0648911382256408,0.0311477463483076,0.160937384490279,0.192837473201745,0.0772854291417166,0.0382005220328574,0.00483033932135729,0.0525509826907032,0.0850732372683744,0.518582014828781
"Ben McLemore","G","2017-2018",25,"MEM","4",0.444753047631017,0.38815012856475,0.468917545052703,0.522550921395956,0.784406047065372,0.0054573067607754,0.160238562963266,0.363062262807373,0.0599844173614357,0.151545519695873,0.10281881633044,0.20757919665496,0.0667820488542382,0.0807152423409172,0.0153001539821565,0.09317401229382,0.10465817491631,0.0507659168175163,0.0238787422316192,0.00587526412203481,0.0540652627694103,0.0913717320331942,0.431385602405285
"Bismack Biyombo","C","2017-2018",26,"ORL","6",0.541866666666667,0,0.541866666666667,0.541866666666667,0.492534090909091,0.00663151577503429,0.0796294421383011,0.159015281942079,0,0,0.0796294421383011,0.159015281942079,0.0730999364700696,0.143351458230351,0.0876585928489043,0.275798986114172,0.34719157937796,0.0594231741627663,0.0161695712007527,0.0536364639664496,0.0475113122171946,0.110171158764509,0.224598930481283
"Blake Griffin","PF","2017-2018",29,"LAC","7",0.495963927855711,0.376839779005525,0.51501581027668,0.515043824701195,0.744489795918367,0.00848621939298572,0.226666225048578,0.435781172627362,0.0176470588235294,0.0346734599351552,0.200691471647846,0.38994580141639,0.151163417110416,0.191712097123862,0.0544974222677639,0.184584691349631,0.239274444270429,0.151664348171701,0.0307555454614278,0.0111193844626458,0.0666567302596714,0.076814019020782,0.621630614878243
"Boban Marjanovic","C","2017-2018",30,"DET","2",0.545,0,0.545,0.545,0.81,0.000995934959349593,0.25,0.452380952380952,0,0,0.25,0.452380952380952,0.154761904761905,0.202380952380952,0.154761904761905,0.285714285714286,0.44047619047619,0.0357142857142857,0.0238095238095238,0.0357142857142857,0.0357142857142857,0.0833333333333333,0.654761904761905
"Bobby Brown","G","2017-2018",34,"HOU","3",0.383,0.4,0.36,0.5,1,0.000414972899728997,0.183673469387755,0.489795918367347,0.122448979591837,0.285714285714286,0.0816326530612245,0.204081632653061,0.0204081632653061,0.0204081632653061,0,0.0408163265306122,0.0408163265306122,0.122448979591837,0,0,0.0408163265306122,0.0408163265306122,0.510204081632653
"Bobby Portis","F","2017-2018",23,"CHI","2",0.482543820975284,0.32504776119403,0.533211445628998,0.523151279257544,0.648397987580556,0.00378526873403998,0.165904369886879,0.35197287057546,0.0320512820512821,0.0935935366408739,0.139270990504349,0.260893642281615,0.0380699699032349,0.0579791070673062,0.0704974188643871,0.212776416765915,0.28242813307846,0.0311537965615598,0.0201434018828585,0.0117576692717369,0.0410252766459428,0.0953724783376582,0.397668446217137
"Bojan Bogdanovic","SF","2017-2018",29,"IND","3",0.436890660592255,0.336416666666667,0.503191397849462,0.532319474835886,0.831261728395062,0.00592207884288145,0.175446195457313,0.382268840183021,0.0664608357299949,0.193782409814377,0.115224420452677,0.223534566150029,0.0890035280371181,0.103652355883988,0.0221338746968928,0.128703980844059,0.138583903499896,0.057157174861455,0.0156773965334277,0.00419545250006617,0.0585271387329879,0.0724062846197085,0.517774315566018
"Bradley Beal","SG","2017-2018",25,"WAS","5",0.471632325615383,0.405325786542225,0.531937508621319,0.562498719649648,0.855328978342749,0.00959159241360216,0.25744708523509,0.532143652318113,0.0964299747338533,0.237107992294239,0.165891862312177,0.310172660631538,0.107950604817707,0.128844725263063,0.01749981550779,0.0629539737590937,0.0823626111233561,0.0969983283230389,0.0317827007290164,0.00922161800679303,0.0565007644486705,0.0575223506175875,0.726683591174191
"Brandan Wright","PF","2017-2018",31,"MEM","9",0.552224880382775,0,0.55581658692185,0.552224880382775,0.591668067226891,0.00378274616079494,0.179782082324455,0.287844979448033,0,0,0.179782082324455,0.287844979448033,0.0497273718647765,0.0735271013354281,0.059816384180791,0.103339694656489,0.158567796610169,0.0462239583333333,0.0239709443099274,0.0396990740740741,0.025,0.0901413982717989,0.410297190619921
"Brandon Ingram","SF","2017-2018",21,"LAL","1",0.391831288433097,0.286217589576547,0.430311254205214,0.42964295360367,0.636698942972074,0.00855019331289473,0.133164665789794,0.325940042662324,0.0205306115014733,0.0802902621722846,0.102942143395143,0.238602638310787,0.0605677543665825,0.0940009026778372,0.0252319948476703,0.103829341231685,0.129753495256835,0.0808961942103621,0.0235806128757323,0.0170070845086354,0.0473595472053531,0.0676743507207636,0.349658360168897
"Brandon Knight","G","2017-2018",27,"PHO","6",0.40005684754522,0.31104,0.424022988505747,0.434430167597765,0.803162820512821,0.00536077235772358,0.194532052605851,0.480377016880558,0.034684391059343,0.11409513779182,0.146418525796632,0.343092915233033,0.0977635031921977,0.12450742851057,0.0227762151239206,0.0887809590954787,0.115812149935373,0.120769503228452,0.0204236600246131,0.00375137813032459,0.0812085850315052,0.0820542414777304,0.526392456156674
"Brice Johnson","F","2017-2018",24,"LAC","1",0.286,0,0.286,0.286,0,3.04878048780488e-05,0.233333333333333,0.766666666666667,0,0,0.233333333333333,0.766666666666667,0,0,0.1,0.233333333333333,0.333333333333333,0.1,0.233333333333333,0.1,0.1,0,0.433333333333333
"Brook Lopez","C","2017-2018",30,"LAL","9",0.472855072463768,0.346,0.523614974299292,0.529793006255455,0.818821858194287,0.00661105111556913,0.243408645006377,0.51655609565408,0.0608108108108108,0.203718671360624,0.182273721918659,0.348962927951642,0.117082483630442,0.142909913623524,0.0536154349407664,0.126075948830186,0.172752476036393,0.0658369641192917,0.0165021000375862,0.0570911721189337,0.0717007542650744,0.0889185461323393,0.661276906329932
"Bruno Caboclo","F","2017-2018",23,"TOR","3",0.375,0.333,0.4,0.438,0,0.000134146341463415,0.159090909090909,0.409090909090909,0.0454545454545455,0.159090909090909,0.0909090909090909,0.25,0,0,0.136363636363636,0.136363636363636,0.25,0.0909090909090909,0.0454545454545455,0.0227272727272727,0.0454545454545455,0.0909090909090909,0.363636363636364
"Bryn Forbes","SG","2017-2018",25,"SAS","1",0.364,0.321,0.413,0.449,0.833,0.000963414634146342,0.126582278481013,0.354430379746835,0.0632911392405063,0.189873417721519,0.0632911392405063,0.164556962025316,0.0126582278481013,0.0253164556962025,0.0126582278481013,0.0759493670886076,0.0759493670886076,0.0759493670886076,0,0,0.0379746835443038,0.0759493670886076,0.329113924050633
"Buddy Hield","SG","2017-2018",25,"SAC","1",0.427046683046683,0.391,0.46400652173913,0.528552016985138,0.860933862433862,0.00595458901357074,0.166480862133036,0.402492264283718,0.0835000909587048,0.204497907949791,0.092644243915778,0.193252104453669,0.0339055687056185,0.041191904047976,0.0176273854023215,0.109373675735232,0.12762058124377,0.0707979343661503,0.0235158862876254,0.00463889394215026,0.0447106400513651,0.0702341137123746,0.457393927470654
"C.J. McCollum","G","2017-2018",27,"POR","4",0.478479762905295,0.415049694335009,0.517836392767224,0.545452400554139,0.90102457002457,0.00902278993932957,0.249344486893905,0.513837469525024,0.0671822166808846,0.159347114362701,0.162933613105471,0.339650404541405,0.110439976456673,0.11625137605314,0.0262109905176516,0.0766604088895632,0.0987442056595157,0.102371906560789,0.0253433224529481,0.0151157710790738,0.0641190227397124,0.0650296477837876,0.66453661480237
"C.J. Miles","SF","2017-2018",31,"TOR","12",0.435552941176471,0.431222813888507,0.447845870863008,0.576801406926407,0.858834339504889,0.00623787416851441,0.143239192946033,0.335272804372687,0.102348176373429,0.242966602051377,0.0515184142880658,0.116438149637325,0.0356355460471081,0.0425091864071078,0.0173394835063542,0.115729446468853,0.126986063770961,0.0249627568788785,0.022431277897393,0.0122215201594893,0.0199304647042166,0.0875533900062202,0.425110581854953
"C.J. Wilcox","G","2017-2018",28,"POR","3",0.258,0.2,0.313,0.306,1,0.000365176151761518,0.0816326530612245,0.285714285714286,0.0204081632653061,0.142857142857143,0.0408163265306122,0.142857142857143,0.0204081632653061,0.0204081632653061,0.0408163265306122,0.0816326530612245,0.102040816326531,0.102040816326531,0.0204081632653061,0,0.0612244897959184,0.0816326530612245,0.204081632653061
"Cameron Payne","G","2017-2018",24,"CHI","2",0.317097256857855,0.34841095890411,0.319569444444444,0.406674418604651,0.659046692607004,0.00418244328612641,0.136363406010707,0.396709286565751,0.0619605153578602,0.194113982833554,0.0755213971278054,0.225558773354581,0.0151864008230049,0.021640621172782,0.00495545881451922,0.0946952284637308,0.0982002948120679,0.108703549451235,0.0303728016460099,0.0113267630046154,0.0570195260199104,0.112969746237433,0.353039153250091
"Caris LeVert","SF","2017-2018",24,"BRK","1",0.462857142857143,0.362355828220859,0.559215759849906,0.546583850931677,0.724255319148936,0.00672471324633628,0.15838217529417,0.332913121402648,0.0536730821360802,0.151846282372598,0.102047232777284,0.166177908113392,0.0735196185503849,0.0901877037203552,0.0166840458811262,0.108577584803578,0.149003786003496,0.100104275286757,0.0568275527528499,0.00556134862704206,0.0513355257880805,0.0782013685239492,0.44461158397895
"Carmelo Anthony","SF","2017-2018",34,"OKC","14",0.424613752289627,0.334553883929671,0.463081914602168,0.482129185320323,0.83738953375425,0.0089822260959777,0.222982483752163,0.516099542444499,0.0558377169093024,0.163915041371639,0.163433071772589,0.352384233462225,0.111864198449159,0.13286021856442,0.0187445724382297,0.152331539117945,0.165139255714965,0.0672221154746644,0.0202302380613643,0.0159295912545367,0.0605939346089422,0.0804814658752054,0.628425829232476
"Chandler Parsons","SF","2017-2018",30,"MEM","6",0.352248243559719,0.306569832402235,0.379198487712665,0.414109640831758,0.82104326328801,0.00515275052175809,0.104457122706263,0.297923483774906,0.0323326677375146,0.120058274566108,0.0667722172506368,0.163812774564647,0.0421167714821613,0.0521779214226974,0.0115926651831985,0.103787758295326,0.114127615030332,0.0712236984006792,0.0295840102769487,0.00323314686640751,0.0357182619685253,0.0704817848756721,0.298983886493549
"Channing Frye","C-F","2017-2018",35,"CLE","11",0.440358619548673,0.373218973257108,0.58468219729652,0.582409943906784,0.831748592087312,0.00507538802660754,0.139124894782154,0.308926744514506,0.0951911252501698,0.216226339414745,0.055186430091083,0.0927978650061635,0.0388296083948258,0.0402302627975506,0.0172183524586271,0.135111330763505,0.157551753014891,0.0228961232631475,0.0257033017505628,0.0172916056374703,0.0338655280175748,0.104431148284222,0.411075326534264
"Cheick Diallo","PF","2017-2018",22,"NOP","1",0.474,0,0.474,0.474,0.714,0.000673780487804878,0.17948717948718,0.384615384615385,0,0,0.17948717948718,0.384615384615385,0.0769230769230769,0.102564102564103,0.11965811965812,0.247863247863248,0.367521367521368,0.0170940170940171,0.0170940170940171,0.0341880341880342,0.0341880341880342,0.0854700854700855,0.435897435897436
"Chinanu Onuaku","F-C","2017-2018",22,"HOU","1",0.714,0,0.714,0.714,1,0.000176151761517615,0.0961538461538461,0.134615384615385,0,0,0.0961538461538461,0.134615384615385,0.0769230769230769,0.0769230769230769,0.0384615384615385,0.153846153846154,0.192307692307692,0.0576923076923077,0.0576923076923077,0.0192307692307692,0.0769230769230769,0.115384615384615,0.269230769230769
"Chris McCullough","F","2017-2018",23,"WAS","2",0.5,0.143,0.6,0.516,0.6,0.0002710027100271,0.2,0.4,0.02,0.08,0.18,0.32,0.04,0.06,0.12,0.12,0.24,0.02,0.02,0.02,0.04,0.08,0.46
"Chris Paul","PG","2017-2018",33,"HOU","12",0.467588176964149,0.442116719242902,0.518599109744051,0.55787535395799,0.785257333333333,0.00802711859595318,0.183029924637734,0.401629119557272,0.0747356906737599,0.190663848564577,0.098082572547975,0.203107394340415,0.0746908144678636,0.0884546676759791,0.0165436507936508,0.126049920696876,0.132235083575914,0.271795760365041,0.061285768628439,0.00312776476710903,0.0641714328316878,0.0728711452750862,0.537570033301128
"Clint Capela","C","2017-2018",24,"HOU","3",0.643323274619414,0,0.644049976846452,0.643323274619414,0.521912432516432,0.00559901579047657,0.225768638887024,0.352276454100211,0,0,0.221387722495278,0.353602425568953,0.0572176438220707,0.119877148878318,0.116092288852501,0.247239553059256,0.354114287450892,0.0408353706049404,0.0218134069925922,0.0538669272978896,0.0556314017502933,0.121000687141325,0.509367584390393
"Cody Zeller","PF","2017-2018",26,"CHO","4",0.567742803872462,0,0.567786302439024,0.569481129658755,0.693234103346695,0.00661928878857587,0.152671395073908,0.288313193724554,0,0,0.152671395073908,0.289693330123725,0.0765367664137963,0.124370826750356,0.0795960354018943,0.159328513865293,0.227990124396084,0.0672102495093024,0.0385192866809344,0.0228824533133105,0.0378706261993512,0.103257619587737,0.386431434696385
"Cole Aldrich","C","2017-2018",30,"MIN","7",0.524331712962963,0,0.547489585285848,0.541032969798658,0.693219759036145,0.00176431531993364,0.0728929220341047,0.145718534382103,0,0,0.0728929220341047,0.145718534382103,0.0192682410168709,0.0407080321155429,0.0947472056422096,0.220348802336874,0.294651878444423,0.0338361673976737,0.0520295004306632,0.0422448989522961,0.0277777677592475,0.179429679453762,0.186611906225671
"Corey Brewer","SF","2017-2018",32,"LAL","10",0.409271461716937,0.232053333333333,0.471631578947368,0.463546961325967,0.773257097791798,0.00361111111111111,0.10178268700996,0.234434240458337,0.0185642342253382,0.0882135217211371,0.0730624909799394,0.144375724777735,0.0253851839217693,0.0334015577918017,0.0194741966893866,0.0967974461950366,0.11103236475313,0.0787193973634652,0.0472258438360133,0.0140389913117186,0.0461987811385402,0.104231811548885,0.262237762237762
"Cory Joseph","PG","2017-2018",27,"IND","6",0.430159663865546,0.298515580736544,0.483504545454545,0.465048979591837,0.77,0.00617298653455284,0.151382857142857,0.339588571428571,0.0236686390532544,0.0698854799015586,0.126834285714286,0.266063193277311,0.0497041420118343,0.06,0.0245485714285714,0.0960079207920792,0.114249056603774,0.148454348313767,0.0264968707482993,0.008,0.0504184818481848,0.0712700460829493,0.358589482135689
"Courtney Lee","SG","2017-2018",33,"NYK","9",0.434934782608696,0.369512702078522,0.493783783783784,0.508587786259542,0.825229142185664,0.00718824513775173,0.105279218797681,0.228705004864339,0.0365431999132446,0.0802554650872472,0.0691570234917317,0.153945000215092,0.0252670125114434,0.0312358802823068,0.0270310502443039,0.0945314442829373,0.115801627413169,0.0715254047886512,0.0346279491833031,0.0159513967875274,0.0276456599286564,0.0648745205863295,0.269897633644964
"Cristiano Felicio","C","2017-2018",26,"CHI","2",0.576075320512821,0,0.5760768,0.576075320512821,0.690480769230769,0.00408383852624653,0.141844073647871,0.245436253141261,0,0,0.141844073647871,0.245436253141261,0.0710529464950537,0.097728965003723,0.113989978902954,0.167662183544304,0.282909535786806,0.0395569620253165,0.0246835443037975,0.0135734673616282,0.0335052949252179,0.0979080846994991,0.36803864630474
"D.J. Augustin","PG","2017-2018",31,"ORL","9",0.404539042821159,0.351190821256039,0.440583732057416,0.489435729847495,0.867711035267349,0.00449435871909739,0.132461607659192,0.310044703704742,0.0579843903613491,0.155576896693648,0.0695568665111812,0.155055916052715,0.0948146244297372,0.105531590457655,0.00761421319796954,0.0721174764321972,0.0811781465058887,0.117299443222183,0.0191067450608042,0,0.0533179287373557,0.0633502538071066,0.432389621297886
"D'Angelo Russell","PG","2017-2018",22,"BRK","2",0.409064961029471,0.31337326820281,0.463904427415922,0.489935871300503,0.805683969277782,0.00743741761772989,0.200655115189115,0.489521048412641,0.070647403917221,0.242358080787362,0.126050971942707,0.248955566026396,0.085035548344676,0.106805172170354,0.0183728604915456,0.103261180468909,0.119129449467771,0.167795458266204,0.0526039420059969,0.0126500770027984,0.0972811675055226,0.0648365767903703,0.565696302124312
"Damian Jones","F-C","2017-2018",23,"GSW","1",0.5,0,0.5,0.5,0.3,0.000287940379403794,0.0941176470588235,0.188235294117647,0,0,0.0941176470588235,0.188235294117647,0.0352941176470588,0.117647058823529,0.105882352941176,0.164705882352941,0.270588235294118,0,0.0117647058823529,0.0470588235294118,0.0705882352941176,0.176470588235294,0.223529411764706
"Damian Lillard","PG","2017-2018",28,"POR","5",0.462282352941177,0.375248226950355,0.526781376518219,0.5291015625,0.898278388278388,0.00881533662308273,0.244777026834466,0.553847132746501,0.080412326814691,0.172449247293575,0.161544962335901,0.312491758830413,0.19784838139918,0.223506471422414,0.017349781138082,0.127387443649961,0.148571659206772,0.160018759592974,0.0238758456028651,0.0115283194057567,0.0715504448094978,0.0538877449798742,0.788348745586864
"Danilo Gallinari","SF","2017-2018",30,"LAC","8",0.445629264846782,0.406114885963702,0.482146016561965,0.519086274853467,0.902109461398844,0.00822296921230969,0.145228632233321,0.341033198178437,0.0588590578436609,0.150931171218145,0.088670046665013,0.187932144072355,0.148189787604049,0.164155842585853,0.0172727721245439,0.139319133417351,0.14919772499009,0.0591591405275382,0.0182165582631606,0.00643095335593118,0.0377575175881793,0.0472050053792556,0.50286107964911
"Danny Green","SG","2017-2018",31,"SAS","8",0.410953846153846,0.395598540145985,0.437758985200846,0.558441391941392,0.856336175395859,0.00740518508908494,0.101389065885052,0.236979884265638,0.0658793306975276,0.175688350754152,0.031874236169817,0.0697430349708427,0.0144841522692931,0.0155001377790025,0.0209909632124475,0.117382786992295,0.123704422346188,0.063609022556391,0.0314561914991561,0.0338345864661654,0.0384464562767463,0.066177540625758,0.270576760747312
"Dante Cunningham","SF","2017-2018",31,"NOP","8",0.48071794417489,0.392,0.55317972972973,0.566497980127816,0.605417888882539,0.00578850069542011,0.110156154816043,0.223146253101737,0.044,0.107297297297297,0.07057642228739,0.11866169797944,0.0086694171129655,0.0168951351351351,0.0351777777777778,0.145444816647634,0.178973377926421,0.0283542265669925,0.02113861003861,0.0145513513513514,0.0157766922407806,0.0602158011049724,0.274473602634893
"Dante Exum","G","2017-2018",23,"UTA","2",0.440497126436782,0.32998023715415,0.510491803278688,0.4909816700611,0.830810810810811,0.00589126016260163,0.122822278603359,0.289963385242862,0.0405560271646859,0.126407258064516,0.090285441426146,0.174222446989127,0.0569080949482654,0.0737929580434324,0.0310407790626902,0.0890016511618541,0.108147434868667,0.109970674486804,0.0132661290322581,0.0128749292586304,0.0645506480954107,0.101375011894567,0.348684210526316
"Dario Saric","PF","2017-2018",24,"PHI","1",0.440287410926366,0.348368217054264,0.49018064516129,0.500546762589928,0.826743823146944,0.00630672307725751,0.191056795295838,0.43896433097954,0.0611198878951784,0.159757168169515,0.127762789060297,0.259111795689312,0.0800450640754823,0.0973284246791168,0.0519084931621956,0.179436534589042,0.225673432228351,0.0801393244705948,0.0253794202867329,0.0156799962330339,0.0844795829338963,0.0770632695919255,0.51038752544456
"Darrell Arthur","F","2017-2018",30,"DEN","8",0.429848947995236,0.434911841038118,0.428431815545244,0.548778925806797,0.861306293706294,0.00351250441852245,0.134749574256153,0.305157799953862,0.0689249022582356,0.160366702342011,0.0668982015135861,0.143613839249513,0.0346191333033438,0.036755885440096,0.0459997089254055,0.137397012397012,0.183304147119937,0.0675857199980007,0.0350693384547551,0.021706688373355,0.0605425438758772,0.125476482536668,0.381848840300853
"Darren Collison","PG","2017-2018",31,"IND","8",0.459630880483153,0.382070386135604,0.47872191804019,0.500537226977568,0.892524366829316,0.00730464820172159,0.166147245237599,0.363718924163737,0.0386748730270651,0.10111158205607,0.12709928418107,0.26719929127796,0.0846734706715352,0.0954691573053409,0.00901315105250021,0.0635923821303108,0.0714006881941033,0.138085964583853,0.0310861767994981,0.00328576975344593,0.0537014852095417,0.0651529286667269,0.447975260580113
"Darrun Hilliard","G","2017-2018",25,"SAS","2",0.373,0.261,0.438,0.421,0.75,0.00129471544715447,0.122448979591837,0.326530612244898,0.0306122448979592,0.122448979591837,0.0918367346938775,0.214285714285714,0.0510204081632653,0.0714285714285714,0.0102040816326531,0.0816326530612245,0.0816326530612245,0.0816326530612245,0.0306122448979592,0.0102040816326531,0.0714285714285714,0.102040816326531,0.336734693877551
"David Nwaba","SG","2017-2018",25,"CHI","1",0.58,0.2,0.605,0.586,0.641,0.00134823848238482,0.120603015075377,0.206030150753769,0.0050251256281407,0.0150753768844221,0.115577889447236,0.190954773869347,0.0653266331658292,0.100502512562814,0.0402010050251256,0.115577889447236,0.155778894472362,0.0351758793969849,0.0351758793969849,0.0201005025125628,0.0301507537688442,0.0904522613065327,0.301507537688442
